# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_C04_028_2017_1 -               25    1198       2    1143       1    1145    1526    +           0 1196.8  18.9  -
Planococcaceae_Jeotgalibacillus                  -          LKAP-GUTHK2_C04_028_2017_1 -               11    1175       1    1143       1    1145    1507    +    6.2e-283  940.0  17.8  -
Bacillaceae_Salipaludibacillus                   -          LKAP-GUTHK2_C04_028_2017_1 -                5    1172      13    1143       9    1145    1480    +      1e-282  939.4  17.7  -
Bacillaceae_Alkalicoccus                         -          LKAP-GUTHK2_C04_028_2017_1 -               32    1214       2    1140       1    1145    1558    +    2.7e-282  938.0  18.8  -
Bacillaceae_Halolactibacillus                    -          LKAP-GUTHK2_C04_028_2017_1 -                5    1176      10    1143       4    1145    1491    +    3.1e-282  937.7  18.1  -
Bacillaceae_Halobacillus                         -          LKAP-GUTHK2_C04_028_2017_1 -               12    1189       2    1143       1    1145    1520    +      5e-281  933.8  19.0  -
Planococcaceae_Chryseomicrobium                  -          LKAP-GUTHK2_C04_028_2017_1 -               12    1175       2    1143       1    1145    1483    +    1.2e-280  932.4  17.6  -
Bacillaceae_Alkalibacillus                       -          LKAP-GUTHK2_C04_028_2017_1 -                3    1178       2    1143       1    1145    1492    +    2.9e-280  931.3  19.1  -
Bacillaceae_Paraliobacillus                      -          LKAP-GUTHK2_C04_028_2017_1 -               12    1190       2    1143       1    1145    1511    +      5e-280  930.6  18.8  -
Staphylococcaceae_Macrococcus                    -          LKAP-GUTHK2_C04_028_2017_1 -               32    1196       2    1143       1    1145    1547    +    7.9e-280  929.8  17.6  -
Bacillaceae_Piscibacillus                        -          LKAP-GUTHK2_C04_028_2017_1 -                3    1165      13    1143      11    1145    1520    +    2.6e-279  928.2  18.1  -
Bacillaceae_Fictibacillus                        -          LKAP-GUTHK2_C04_028_2017_1 -                5    1152      14    1143      11    1145    1439    +    4.7e-278  923.8  16.4  -
Enterococcaceae_Enterococcus                     -          LKAP-GUTHK2_C04_028_2017_1 -               12    1182       2    1143       1    1145    1502    +    5.2e-278  923.7  18.3  -
Paenibacillaceae_Aneurinibacillus                -          LKAP-GUTHK2_C04_028_2017_1 -               14    1163       2    1142       1    1145    1483    +    5.5e-278  923.6  16.9  -
Enterococcaceae_Vagococcus                       -          LKAP-GUTHK2_C04_028_2017_1 -               11    1183       1    1143       1    1145    1472    +    5.3e-277  920.5  18.5  -
Staphylococcaceae_Salinicoccus                   -          LKAP-GUTHK2_C04_028_2017_1 -                4    1163       2    1143       1    1145    1476    +    1.5e-276  919.0  18.2  -
Planococcaceae_Caryophanon                       -          LKAP-GUTHK2_C04_028_2017_1 -               39    1205       2    1143       1    1145    1492    +      4e-276  917.3  17.7  -
Planococcaceae_Bhargavaea                        -          LKAP-GUTHK2_C04_028_2017_1 -               32    1192       2    1143       1    1145    1544    +    5.8e-276  917.0  17.8  -
Bacillaceae_Viridibacillus                       -          LKAP-GUTHK2_C04_028_2017_1 -               12    1175       2    1143       1    1145    1505    +    1.3e-275  915.6  17.4  -
Bacillaceae_Caldalkalibacillus                   -          LKAP-GUTHK2_C04_028_2017_1 -                2    1172      14    1143      13    1145    1488    +    2.7e-275  914.8  17.9  -
Planococcaceae_Planomicrobium                    -          LKAP-GUTHK2_C04_028_2017_1 -               11    1173       1    1143       1    1145    1485    +    1.4e-274  912.5  17.7  -
Planococcaceae_Planococcus                       -          LKAP-GUTHK2_C04_028_2017_1 -               22    1183       2    1143       1    1145    1492    +    5.5e-274  910.5  17.6  -
Paenibacillaceae_Brevibacillus                   -          LKAP-GUTHK2_C04_028_2017_1 -               10    1102       1    1093       1    1127    1486    +    1.7e-273  908.8  16.4  -
Bacillaceae_Geobacillus                          -          LKAP-GUTHK2_C04_028_2017_1 -               26    1192       2    1142       1    1145    1527    +    5.4e-273  907.3  17.7  -
Staphylococcaceae_Jeotgalicoccus                 -          LKAP-GUTHK2_C04_028_2017_1 -                8    1157      12    1143       5    1145    1443    +    5.9e-273  907.0  16.7  -
Bacillaceae_Salimicrobium                        -          LKAP-GUTHK2_C04_028_2017_1 -               12    1190       2    1143       1    1145    1500    +    3.2e-272  904.7  19.0  -
Planococcaceae_Paenisporosarcina                 -          LKAP-GUTHK2_C04_028_2017_1 -                3    1168       2    1143       1    1145    1481    +    2.2e-271  901.7  17.3  -
Aerococcaceae_Aerococcus                         -          LKAP-GUTHK2_C04_028_2017_1 -                4    1163       3    1143       1    1145    1461    +    3.1e-271  901.2  17.3  -
Listeriaceae_Listeria                            -          LKAP-GUTHK2_C04_028_2017_1 -               55    1157      71    1143      50    1145    1458    +    6.3e-271  900.5  15.7  -
Staphylococcaceae_Staphylococcus                 -          LKAP-GUTHK2_C04_028_2017_1 -               21    1183       2    1143       1    1145    1484    +    8.5e-271  899.8  17.6  -
Bacillaceae_Pelagirhabdus                        -          LKAP-GUTHK2_C04_028_2017_1 -                1    1151      22    1135      22    1143    1462    +    1.4e-270  899.0  18.1  -
Bacillaceae_Salisediminibacterium                -          LKAP-GUTHK2_C04_028_2017_1 -                6    1166      20    1143      16    1145    1449    +    4.6e-270  897.5  18.1  -
Bacillaceae_Psychrobacillus                      -          LKAP-GUTHK2_C04_028_2017_1 -               20    1183       3    1143       1    1145    1503    +    9.8e-270  896.2  17.4  -
Bacillaceae_Alteribacillus                       -          LKAP-GUTHK2_C04_028_2017_1 -                3    1162      21    1143      19    1145    1440    +    1.1e-269  896.3  18.2  -
Bacillales_Solibacillus                          -          LKAP-GUTHK2_C04_028_2017_1 -               17    1182       4    1143       1    1145    1525    +    1.6e-269  895.6  17.4  -
Bacillaceae_Anaerobacillus                       -          LKAP-GUTHK2_C04_028_2017_1 -               31    1193       2    1143       1    1145    1512    +    1.9e-268  891.9  17.1  -
Carnobacteriaceae_Carnobacterium                 -          LKAP-GUTHK2_C04_028_2017_1 -               31    1202       2    1143       1    1145    1520    +    4.8e-268  890.8  18.3  -
Sporolactobacillaceae_Sporolactobacillus         -          LKAP-GUTHK2_C04_028_2017_1 -               12    1173       2    1143       1    1145    1503    +    1.9e-267  888.7  18.1  -
Carnobacteriaceae_Granulicatella                 -          LKAP-GUTHK2_C04_028_2017_1 -               32    1193       2    1143       1    1145    1407    +    1.2e-266  886.1  18.3  -
Bacillaceae_Tepidibacillus                       -          LKAP-GUTHK2_C04_028_2017_1 -               18    1179       2    1143       1    1145    1493    +      2e-266  885.0  17.8  -
Thermoactinomycetaceae_Melghirimyces             -          LKAP-GUTHK2_C04_028_2017_1 -               20    1193       2    1143       1    1145    1506    +    3.7e-266  884.6  19.0  -
Carnobacteriaceae_Alkalibacterium                -          LKAP-GUTHK2_C04_028_2017_1 -               12    1161      14    1143       3    1145    1494    +    1.4e-265  882.6  17.6  -
Bacillaceae_Salsuginibacillus                    -          LKAP-GUTHK2_C04_028_2017_1 -               37    1214       3    1143       1    1145    1505    +    5.4e-265  880.7  18.7  -
Bacillaceae_Salibacterium                        -          LKAP-GUTHK2_C04_028_2017_1 -               11    1171      18    1143       7    1145    1485    +    1.2e-262  872.9  18.1  -
Enterococcaceae_Tetragenococcus                  -          LKAP-GUTHK2_C04_028_2017_1 -               17    1183       2    1143       1    1145    1518    +    2.7e-262  871.7  18.7  -
Aerococcaceae_Facklamia                          -          LKAP-GUTHK2_C04_028_2017_1 -               12    1174       2    1143       1    1145    1501    +    5.4e-262  870.8  18.0  -
Thermoactinomycetaceae_Kroppenstedtia            -          LKAP-GUTHK2_C04_028_2017_1 -               12    1187       2    1143       1    1145    1486    +    5.2e-261  867.4  17.8  -
Bacillales_Geomicrobium                          -          LKAP-GUTHK2_C04_028_2017_1 -               23    1185       2    1143       1    1145    1537    +    1.4e-260  866.0  17.5  -
Paenibacillaceae_Cohnella                        -          LKAP-GUTHK2_C04_028_2017_1 -               16    1177       2    1143       1    1145    1482    +      3e-260  865.1  17.6  -
Paenibacillaceae_Ammoniphilus                    -          LKAP-GUTHK2_C04_028_2017_1 -               14    1164       2    1143       1    1145    1497    +    1.7e-259  862.5  16.9  -
Eubacteriaceae_Eubacterium                       -          LKAP-GUTHK2_C04_028_2017_1 -               32    1175       2    1142       1    1145    1476    +    1.1e-258  859.7  17.5  -
Carnobacteriaceae_Trichococcus                   -          LKAP-GUTHK2_C04_028_2017_1 -               14    1183       2    1143       1    1145    1513    +      7e-258  856.9  17.8  -
Carnobacteriaceae_Jeotgalibaca                   -          LKAP-GUTHK2_C04_028_2017_1 -                3    1166       2    1143       1    1145    1453    +    2.8e-257  855.0  17.7  -
Bacillaceae_Calditerricola                       -          LKAP-GUTHK2_C04_028_2017_1 -               31    1139       1    1078       1    1100    1535    +    1.9e-256  852.4  19.1  -
Staphylococcaceae_Nosocomiicoccus                -          LKAP-GUTHK2_C04_028_2017_1 -               33    1203       2    1143       1    1145    1546    +    1.3e-255  849.5  18.0  -
Bacillaceae_Thermolongibacillus                  -          LKAP-GUTHK2_C04_028_2017_1 -               39    1087      72    1081      63    1101    1432    +    1.5e-255  849.2  15.1  -
Alicyclobacillaceae_Effusibacillus               -          LKAP-GUTHK2_C04_028_2017_1 -                8    1167       2    1143       1    1145    1466    +    3.7e-255  848.1  17.8  -
Bacillales_Gemella                               -          LKAP-GUTHK2_C04_028_2017_1 -               15    1094       2    1066       1    1095    1511    +    4.3e-255  847.9  18.5  -
Carnobacteriaceae_Marinilactibacillus            -          LKAP-GUTHK2_C04_028_2017_1 -               55    1161      68    1143      41    1145    1511    +    7.1e-255  846.9  16.3  -
Alicyclobacillaceae_Tumebacillus                 -          LKAP-GUTHK2_C04_028_2017_1 -               20    1169       2    1143       1    1145    1489    +    5.4e-254  844.4  17.3  -
Listeriaceae_Brochothrix                         -          LKAP-GUTHK2_C04_028_2017_1 -               54    1158      68    1143      46    1145    1421    +      6e-254  844.3  15.8  -
Peptococcaceae_Desulfotomaculum                  -          LKAP-GUTHK2_C04_028_2017_1 -               25    1084       2    1066       1    1105    1493    +    1.1e-253  843.0  17.4  -
Paenibacillaceae_Saccharibacillus                -          LKAP-GUTHK2_C04_028_2017_1 -               15    1179       2    1143       1    1145    1498    +    4.8e-253  841.5  17.3  -
Thermoactinomycetaceae_Thermoactinomyces         -          LKAP-GUTHK2_C04_028_2017_1 -               32    1191       2    1143       1    1145    1510    +    3.6e-250  831.7  18.2  -
Paenibacillaceae_Fontibacillus                   -          LKAP-GUTHK2_C04_028_2017_1 -               17    1181       2    1143       1    1145    1487    +    1.3e-249  829.7  17.1  -
Thermoactinomycetaceae_Planifilum                -          LKAP-GUTHK2_C04_028_2017_1 -               32    1197       2    1143       1    1145    1517    +      2e-249  829.1  17.9  -
Lactobacillaceae_Pediococcus                     -          LKAP-GUTHK2_C04_028_2017_1 -              101    1207      66    1141      44    1145    1526    +      5e-249  827.8  16.1  -
Thermoactinomycetaceae_Desmospora                -          LKAP-GUTHK2_C04_028_2017_1 -               31    1192       2    1142       1    1145    1548    +      6e-249  827.7  17.8  -
Bacillales_Desulfuribacillus                     -          LKAP-GUTHK2_C04_028_2017_1 -               21    1180       2    1143       1    1145    1495    +    3.4e-248  824.9  17.5  -
Alicyclobacillaceae_Alicyclobacillus             -          LKAP-GUTHK2_C04_028_2017_1 -               32    1113       2    1086       1    1107    1509    +    6.5e-246  817.6  17.2  -
Thermoactinomycetaceae_Marininema                -          LKAP-GUTHK2_C04_028_2017_1 -               31    1189       2    1143       1    1145    1553    +    9.5e-245  813.5  17.3  -
Bacillaceae_Marinococcus                         -          LKAP-GUTHK2_C04_028_2017_1 -                4    1184       4    1143       1    1145    1503    +    2.3e-243  809.1  18.7  -
Leuconostocaceae_Weissella                       -          LKAP-GUTHK2_C04_028_2017_1 -                9    1196       2    1143       1    1145    1485    +    3.9e-243  808.2  18.5  -
Thermoactinomycetaceae_Risungbinella             -          LKAP-GUTHK2_C04_028_2017_1 -               33    1148       2    1143       1    1145    1464    +    4.1e-241  801.7  15.7  -
Thermoactinomycetaceae_Laceyella                 -          LKAP-GUTHK2_C04_028_2017_1 -               12    1127       2    1143       1    1145    1428    +    8.1e-241  800.6  15.8  -
Streptococcaceae_Streptococcus                   -          LKAP-GUTHK2_C04_028_2017_1 -               17    1182       2    1143       1    1145    1497    +    4.4e-239  794.9  18.0  -
Leuconostocaceae_Leuconostoc                     -          LKAP-GUTHK2_C04_028_2017_1 -                4    1164       2    1142       1    1145    1477    +    6.5e-238  791.0  17.6  -
Thermoactinomycetaceae_Mechercharimyces          -          LKAP-GUTHK2_C04_028_2017_1 -               22    1178       2    1143       1    1145    1439    +    9.4e-238  790.4  17.7  -
Mycoplasmataceae_Mycoplasma                      -          LKAP-GUTHK2_C04_028_2017_1 -               10    1137       8    1142       1    1145    1465    +    4.3e-237  788.4  17.4  -
Paenibacillaceae_Thermobacillus                  -          LKAP-GUTHK2_C04_028_2017_1 -               32    1211       2    1142       1    1145    1599    +    1.3e-236  786.6  18.9  -
Streptococcaceae_Lactococcus                     -          LKAP-GUTHK2_C04_028_2017_1 -               18    1178       2    1143       1    1145    1492    +    6.8e-236  784.0  17.9  -
Bacillaceae_Salirhabdus                          -          LKAP-GUTHK2_C04_028_2017_1 -               26    1197       2    1142       1    1145    1546    +    3.4e-234  778.3  18.8  -
Peptococcaceae_Desulfosporosinus                 -          LKAP-GUTHK2_C04_028_2017_1 -               18    1195       2    1143       1    1145    1523    +    8.6e-234  777.1  18.0  -
Peptococcaceae_Desulfitobacterium                -          LKAP-GUTHK2_C04_028_2017_1 -               12    1201       2    1143       1    1145    1521    +    1.4e-233  776.1  18.5  -
Brevibacteriaceae_Brevibacterium                 -          LKAP-GUTHK2_C04_028_2017_1 -               23    1162       3    1143       1    1145    1485    +    8.2e-233  773.8  17.3  -
Fusobacteriaceae_Ilyobacter                      -          LKAP-GUTHK2_C04_028_2017_1 -               38    1111      10    1099       1    1127    1510    +    4.6e-232  771.7  15.5  -
Leuconostocaceae_Fructobacillus                  -          LKAP-GUTHK2_C04_028_2017_1 -               12    1169       2    1139       1    1145    1485    +    1.4e-231  770.0  17.2  -
Bacillaceae_Melghiribacillus                     -          LKAP-GUTHK2_C04_028_2017_1 -               21    1194       2    1142       1    1145    1552    +    2.5e-231  768.8  18.8  -
Ruminococcaceae_Ruminococcus                     -          LKAP-GUTHK2_C04_028_2017_1 -                2    1134       4    1142       3    1145    1394    +    3.2e-230  765.3  17.4  -
Bacillaceae_Filobacillus                         -          LKAP-GUTHK2_C04_028_2017_1 -                5    1177       2    1142       1    1145    1491    +      3e-228  758.3  18.7  -
Clostridiaceae_Brassicibacter                    -          LKAP-GUTHK2_C04_028_2017_1 -               12    1154       2    1143       1    1145    1454    +    6.4e-228  757.7  17.8  -
Peptococcaceae_Pelotomaculum                     -          LKAP-GUTHK2_C04_028_2017_1 -               12    1086       2    1084       1    1105    1467    +    8.1e-228  757.2  16.8  -
Clostridiales_Tissierella                        -          LKAP-GUTHK2_C04_028_2017_1 -               29    1113       2    1091       1    1142    1415    +      1e-226  753.8  16.9  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-GUTHK2_C04_028_2017_1 -               31    1200       2    1143       1    1145    1542    +    1.2e-226  753.7  17.9  -
Bacillaceae_Paucisalibacillus                    -          LKAP-GUTHK2_C04_028_2017_1 -               27    1199       2    1142       1    1145    1441    +    3.9e-226  751.4  18.7  -
Spirochaetaceae_Spirochaeta                      -          LKAP-GUTHK2_C04_028_2017_1 -               22    1174       1    1143       1    1145    1495    +    4.4e-226  751.7  17.8  -
Bacillaceae_Aquisalibacillus                     -          LKAP-GUTHK2_C04_028_2017_1 -               35    1205       2    1142       1    1145    1484    +      6e-226  750.8  18.6  -
Geobacteraceae_Geobacter                         -          LKAP-GUTHK2_C04_028_2017_1 -               12    1179       2    1143       1    1145    1470    +    2.3e-225  749.2  17.8  -
Desulfovibrionaceae_Desulfovibrio                -          LKAP-GUTHK2_C04_028_2017_1 -               21    1112       2    1079       1    1100    1521    +      3e-225  749.0  18.1  -
Clostridiaceae_Alkaliphilus                      -          LKAP-GUTHK2_C04_028_2017_1 -               12    1142       2    1132       1    1145    1465    +    3.1e-225  748.4  17.3  -
Bacillaceae_Caenibacillus                        -          LKAP-GUTHK2_C04_028_2017_1 -               12    1188       2    1142       1    1145    1490    +    3.6e-225  748.4  18.8  -
Bacillaceae_Streptohalobacillus                  -          LKAP-GUTHK2_C04_028_2017_1 -                1    1167      11    1142      11    1145    1481    +    3.9e-225  747.9  17.7  -
Bacillaceae_Saliterribacillus                    -          LKAP-GUTHK2_C04_028_2017_1 -               32    1206       2    1137       1    1145    1472    +    4.3e-225  748.0  18.7  -
Spiroplasmataceae_Spiroplasma                    -          LKAP-GUTHK2_C04_028_2017_1 -               76    1117      70    1099      46    1120    1516    +    2.7e-224  746.1  15.0  -
Bacillaceae_Natronobacillus                      -          LKAP-GUTHK2_C04_028_2017_1 -               39    1213       2    1142       1    1145    1473    +    3.8e-224  745.0  18.6  -
Thermoanaerobacteraceae_Moorella                 -          LKAP-GUTHK2_C04_028_2017_1 -               17    1188       3    1143       1    1145    1493    +    6.5e-223  741.3  18.2  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-GUTHK2_C04_028_2017_1 -                5    1122      22    1142      19    1145    1433    +    9.4e-223  740.9  17.4  -
Sporolactobacillaceae_Tuberibacillus             -          LKAP-GUTHK2_C04_028_2017_1 -               12    1185       2    1142       1    1145    1486    +    1.7e-222  739.4  18.8  -
Clostridiaceae_Sporosalibacterium                -          LKAP-GUTHK2_C04_028_2017_1 -               32    1176       2    1143       1    1145    1521    +    2.5e-222  739.1  17.2  -
Selenomonadaceae_Selenomonas                     -          LKAP-GUTHK2_C04_028_2017_1 -               33    1140       2    1085       1    1106    1508    +    2.9e-222  738.9  17.1  -
Bacillaceae_Halalkalibacillus                    -          LKAP-GUTHK2_C04_028_2017_1 -                5    1173       2    1137       1    1145    1492    +    3.7e-222  738.3  18.9  -
Planococcaceae_Filibacter                        -          LKAP-GUTHK2_C04_028_2017_1 -               22    1182       2    1142       1    1145    1517    +    3.8e-222  738.2  17.3  -
Bacillaceae_Tenuibacillus                        -          LKAP-GUTHK2_C04_028_2017_1 -                9    1181       2    1142       1    1145    1479    +    3.9e-222  738.1  18.7  -
Erysipelotrichaceae_Breznakia                    -          LKAP-GUTHK2_C04_028_2017_1 -              103    1196      72    1143      51    1145    1508    +    8.9e-222  737.3  15.8  -
Clostridiaceae_Tepidimicrobium                   -          LKAP-GUTHK2_C04_028_2017_1 -               32    1111       2    1085       1    1107    1528    +    1.2e-221  737.1  16.8  -
Clostridiaceae_Natronincola                      -          LKAP-GUTHK2_C04_028_2017_1 -               29    1166       2    1142       1    1145    1489    +    1.2e-221  736.7  18.1  -
Bacillales_Chungangia                            -          LKAP-GUTHK2_C04_028_2017_1 -               20    1179       2    1142       1    1145    1440    +    1.4e-221  736.3  17.7  -
Bacillaceae_Allobacillus                         -          LKAP-GUTHK2_C04_028_2017_1 -                2    1164      15    1142      14    1145    1431    +    1.6e-221  736.1  17.7  -
Bacillaceae_Cerasibacillus                       -          LKAP-GUTHK2_C04_028_2017_1 -               15    1191       2    1142       1    1145    1484    +    1.9e-221  736.0  18.7  -
Bacillaceae_Sinibacillus                         -          LKAP-GUTHK2_C04_028_2017_1 -               12    1189       2    1142       1    1145    1489    +    2.3e-221  735.8  18.4  -
Thermoleophilaceae_Thermoleophilum               -          LKAP-GUTHK2_C04_028_2017_1 -                6    1176       3    1143       1    1145    1494    +    6.9e-221  734.3  17.8  -
Desulfuromonadaceae_Desulfuromonas               -          LKAP-GUTHK2_C04_028_2017_1 -               21    1192       2    1143       1    1145    1512    +    1.4e-220  733.4  17.9  -
Clostridiaceae_Caloramator                       -          LKAP-GUTHK2_C04_028_2017_1 -               68    1074      71    1085      49    1105    1453    +    1.6e-220  733.3  14.3  -
Natranaerobiaceae_Natranaerobius                 -          LKAP-GUTHK2_C04_028_2017_1 -                4    1136      16    1143      13    1145    1424    +    2.8e-220  732.4  16.7  -
Staphylococcaceae_Corticicoccus                  -          LKAP-GUTHK2_C04_028_2017_1 -               11    1172      10    1142       1    1145    1465    +    5.6e-220  731.1  18.1  -
Bacillaceae_Falsibacillus                        -          LKAP-GUTHK2_C04_028_2017_1 -               37    1145      67    1142      46    1145    1413    +    5.9e-220  730.9  15.9  -
Symbiobacteriaceae_Symbiobacterium               -          LKAP-GUTHK2_C04_028_2017_1 -               10    1177       7    1143       1    1145    1468    +    9.4e-220  731.0  18.0  -
Bacillaceae_Alkalilactibacillus                  -          LKAP-GUTHK2_C04_028_2017_1 -               32    1212       2    1142       1    1145    1567    +      1e-219  730.3  18.5  -
Peptostreptococcaceae_Tepidibacter               -          LKAP-GUTHK2_C04_028_2017_1 -               54    1058      72    1085      52    1106    1412    +    2.8e-219  729.2  13.8  -
Bacillaceae_Pseudogracilibacillus                -          LKAP-GUTHK2_C04_028_2017_1 -               19    1194       2    1142       1    1145    1521    +    5.2e-219  728.0  18.8  -
Acetobacteraceae_Acetobacter                     -          LKAP-GUTHK2_C04_028_2017_1 -               13    1112       3    1143       1    1145    1433    +    5.4e-219  728.3  15.9  -
Bacillaceae_Fermentibacillus                     -          LKAP-GUTHK2_C04_028_2017_1 -               31    1191       2    1142       1    1145    1530    +    7.1e-219  727.3  17.7  -
Bacillaceae_Aeribacillus                         -          LKAP-GUTHK2_C04_028_2017_1 -               17    1167       2    1132       1    1145    1516    +    2.3e-218  725.9  17.2  -
Rubrobacteraceae_Rubrobacter                     -          LKAP-GUTHK2_C04_028_2017_1 -               14    1167       4    1143       1    1145    1495    +      4e-218  725.3  18.0  -
Syntrophomonadaceae_Syntrophomonas               -          LKAP-GUTHK2_C04_028_2017_1 -               29    1125       2    1073       1    1098    1529    +    4.2e-218  725.1  18.5  -
Peptococcaceae_Sporotomaculum                    -          LKAP-GUTHK2_C04_028_2017_1 -              159    1168      72    1080      52    1103    1510    +    4.8e-218  725.0  15.1  -
Sporolactobacillaceae_Terrilactibacillus         -          LKAP-GUTHK2_C04_028_2017_1 -               14    1139      46    1142      33    1145    1456    +    9.1e-218  723.8  16.9  -
Planococcaceae_Savagea                           -          LKAP-GUTHK2_C04_028_2017_1 -               33    1194       2    1142       1    1145    1547    +    1.1e-217  723.5  17.2  -
Bacillaceae_Polygonibacillus                     -          LKAP-GUTHK2_C04_028_2017_1 -               35    1141      71    1142      51    1145    1480    +    4.2e-217  721.4  15.8  -
Erysipelotrichaceae_Erysipelothrix               -          LKAP-GUTHK2_C04_028_2017_1 -               19    1166       2    1143       1    1145    1467    +    9.8e-217  720.9  17.8  -
Clostridiaceae_Hathewaya                         -          LKAP-GUTHK2_C04_028_2017_1 -               32    1114       2    1102       1    1136    1507    +    2.6e-216  719.2  15.7  -
Veillonellaceae_Dialister                        -          LKAP-GUTHK2_C04_028_2017_1 -               71    1119      70    1083      48    1105    1502    +    3.1e-216  719.0  15.3  -
Peptostreptococcaceae_Filifactor                 -          LKAP-GUTHK2_C04_028_2017_1 -               12    1097       2    1095       1    1123    1450    +    7.5e-216  717.7  16.2  -
Peptococcaceae_Desulfitispora                    -          LKAP-GUTHK2_C04_028_2017_1 -               13    1073      44    1073      31    1104    1479    +    1.3e-215  716.9  17.3  -
Leuconostocaceae_Oenococcus                      -          LKAP-GUTHK2_C04_028_2017_1 -               14    1189       2    1139       1    1145    1496    +    3.5e-215  715.7  18.4  -
Clostridiaceae_Romboutsia                        -          LKAP-GUTHK2_C04_028_2017_1 -               30    1091       3    1097       1    1126    1462    +    3.9e-215  715.2  14.1  -
Veillonellaceae_Megasphaera                      -          LKAP-GUTHK2_C04_028_2017_1 -               37    1144       4    1084       1    1105    1528    +    7.3e-215  714.3  17.2  -
