# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_A05_047_2018_2 -               28     999      20     987      12     987    1491    +           0 1233.0  18.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_A05_047_2018_2 -               20     985      20     987      11     987    1446    +           0 1099.7  18.5  -
Shewanellaceae_Shewanella                        -          LKAP-TSAKG2_A05_047_2018_2 -               28    1005      20     987      10     987    1483    +    9.6e-276  916.0  18.6  -
Oceanospirillaceae_Thalassolituus                -          LKAP-TSAKG2_A05_047_2018_2 -               35    1008      20     987      11     987    1476    +    1.9e-275  914.9  18.7  -
Chromobacteriaceae_Aquaspirillum                 -          LKAP-TSAKG2_A05_047_2018_2 -               42    1015      15     986      10     987    1488    +    2.1e-275  915.0  18.5  -
Pseudomonadaceae_Azotobacter                     -          LKAP-TSAKG2_A05_047_2018_2 -               35    1004      20     987      11     987    1473    +    4.4e-275  914.0  18.3  -
Oceanospirillaceae_Neptuniibacter                -          LKAP-TSAKG2_A05_047_2018_2 -               55    1028      20     987       9     987    1541    +    8.1e-275  912.7  18.6  -
Cellvibrionaceae_Cellvibrio                      -          LKAP-TSAKG2_A05_047_2018_2 -               48    1015      20     986      13     987    1505    +      4e-274  910.7  18.5  -
Idiomarinaceae_Aliidiomarina                     -          LKAP-TSAKG2_A05_047_2018_2 -                4     977      21     987      18     987    1410    +    6.7e-274  909.7  18.7  -
Pseudomonadaceae_Azomonas                        -          LKAP-TSAKG2_A05_047_2018_2 -                7     954      17     958      11     982    1453    +    9.7e-274  909.4  18.4  -
Legionellaceae_Legionella                        -          LKAP-TSAKG2_A05_047_2018_2 -               24    1001      20     987      13     987    1446    +    5.4e-273  907.0  18.5  -
Ectothiorhodospiraceae_Thiohalospira             -          LKAP-TSAKG2_A05_047_2018_2 -                2     963      32     986      31     987    1318    +    8.9e-273  906.2  18.2  -
Granulosicoccaceae_Granulosicoccus               -          LKAP-TSAKG2_A05_047_2018_2 -               28    1003      20     986      14     987    1471    +    2.3e-272  904.9  18.5  -
Chromatiaceae_Thiorhodococcus                    -          LKAP-TSAKG2_A05_047_2018_2 -               39     965      62     987      40     987    1426    +    2.6e-272  904.7  18.7  -
Gammaproteobacteria_Sedimenticola                -          LKAP-TSAKG2_A05_047_2018_2 -               42     992      20     966       9     986    1540    +    2.7e-272  904.5  18.3  -
Thiotrichaceae_Thiothrix                         -          LKAP-TSAKG2_A05_047_2018_2 -               28     954      20     986      11     987    1417    +    3.4e-272  904.2  19.1  -
Ectothiorhodospiraceae_Thioalkalivibrio          -          LKAP-TSAKG2_A05_047_2018_2 -               19     991      20     987      11     987    1438    +    4.4e-272  903.7  18.5  -
Halieaceae_Parahaliea                            -          LKAP-TSAKG2_A05_047_2018_2 -               29     996      21     987      14     987    1498    +    2.9e-271  901.2  18.7  -
Methylococcaceae_Methylosarcina                  -          LKAP-TSAKG2_A05_047_2018_2 -               42    1008      20     986      14     987    1515    +    6.4e-271  899.9  18.4  -
Idiomarinaceae_Idiomarina                        -          LKAP-TSAKG2_A05_047_2018_2 -               33    1009      20     987      11     987    1471    +    2.2e-270  898.0  18.6  -
Thioalkalispiraceae_Thioprofundum                -          LKAP-TSAKG2_A05_047_2018_2 -               44    1025      20     987      13     987    1537    +    2.3e-270  898.4  18.4  -
Thermoleophilaceae_Thermoleophilum               -          LKAP-TSAKG2_A05_047_2018_2 -               22     975      21     960      15     982    1494    +    6.4e-270  896.6  18.6  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-TSAKG2_A05_047_2018_2 -               19     981      20     987      10     987    1440    +    7.1e-270  896.7  18.3  -
Ferrimonadaceae_Ferrimonas                       -          LKAP-TSAKG2_A05_047_2018_2 -               28    1013      20     987      10     987    1475    +      3e-269  894.2  18.5  -
Gammaproteobacteria_Alkalimonas                  -          LKAP-TSAKG2_A05_047_2018_2 -               46    1019      20     987      13     987    1502    +    4.4e-269  893.9  18.6  -
Methylococcaceae_Methylovulum                    -          LKAP-TSAKG2_A05_047_2018_2 -               48    1011      21     987      14     987    1492    +    7.5e-269  893.1  18.5  -
Chromatiaceae_Thiodictyon                        -          LKAP-TSAKG2_A05_047_2018_2 -               31     993      21     987      15     987    1500    +    9.8e-269  893.0  18.6  -
Cellvibrionaceae_Eionea                          -          LKAP-TSAKG2_A05_047_2018_2 -               30     999      20     987      14     987    1469    +      1e-268  892.7  18.1  -
Oceanospirillaceae_Oleispira                     -          LKAP-TSAKG2_A05_047_2018_2 -               48    1021      20     987      13     987    1500    +      2e-268  891.7  18.6  -
Alteromonadaceae_Catenovulum                     -          LKAP-TSAKG2_A05_047_2018_2 -               28     996      20     987       9     987    1451    +    2.2e-268  891.5  18.9  -
Chromatiaceae_Thiohalocapsa                      -          LKAP-TSAKG2_A05_047_2018_2 -               39    1003      21     987      15     987    1436    +    3.2e-268  891.3  18.5  -
Hahellaceae_Allohahella                          -          LKAP-TSAKG2_A05_047_2018_2 -               42    1015      16     987      10     987    1485    +    6.6e-268  890.2  18.5  -
Piscirickettsiaceae_Methylophaga                 -          LKAP-TSAKG2_A05_047_2018_2 -               27     997      20     987      14     987    1487    +    9.3e-268  889.4  18.6  -
Hahellaceae_Kistimonas                           -          LKAP-TSAKG2_A05_047_2018_2 -               48     992      20     966      14     986    1506    +    1.1e-267  889.4  18.4  -
Halieaceae_Halioglobus                           -          LKAP-TSAKG2_A05_047_2018_2 -               30     993      21     985      14     987    1433    +    1.2e-267  889.2  18.4  -
Colwelliaceae_Thalassotalea                      -          LKAP-TSAKG2_A05_047_2018_2 -               28    1001      20     987      13     987    1463    +    1.2e-267  889.3  18.6  -
Methylococcaceae_Methylocaldum                   -          LKAP-TSAKG2_A05_047_2018_2 -               48    1021      20     986      14     987    1491    +    1.3e-267  889.3  18.4  -
Moraxellaceae_Paraperlucidibaca                  -          LKAP-TSAKG2_A05_047_2018_2 -               29     997      21     987      13     987    1460    +      2e-267  888.3  18.0  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP-TSAKG2_A05_047_2018_2 -               43    1013      21     987      15     987    1472    +    2.1e-267  888.6  18.4  -
Alteromonadaceae_Agarivorans                     -          LKAP-TSAKG2_A05_047_2018_2 -               35    1010      20     987      13     987    1454    +    2.8e-267  888.0  18.6  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-TSAKG2_A05_047_2018_2 -               29     995      21     987      14     987    1455    +    3.5e-267  887.6  18.6  -
Cardiobacteriaceae_Suttonella                    -          LKAP-TSAKG2_A05_047_2018_2 -               29    1002      20     987      14     987    1486    +    6.6e-267  887.0  18.6  -
Ectothiorhodospiraceae_Ectothiorhodospira        -          LKAP-TSAKG2_A05_047_2018_2 -               45    1011      20     985      11     987    1490    +    1.3e-266  885.8  18.7  -
Cellvibrionaceae_Gilvimarinus                    -          LKAP-TSAKG2_A05_047_2018_2 -               23     992      19     987       9     987    1445    +    2.4e-266  884.8  18.6  -
Hahellaceae_Zooshikella                          -          LKAP-TSAKG2_A05_047_2018_2 -               27     998      19     985       8     987    1483    +    2.7e-266  884.7  18.5  -
Oceanospirillales_Salicola                       -          LKAP-TSAKG2_A05_047_2018_2 -               48     983      20     967      14     986    1492    +    5.6e-266  883.6  18.7  -
Chromatiaceae_Halochromatium                     -          LKAP-TSAKG2_A05_047_2018_2 -               29     978      21     975      15     987    1451    +    6.8e-266  883.6  18.2  -
Chromatiaceae_Thiocapsa                          -          LKAP-TSAKG2_A05_047_2018_2 -               45    1005      21     987      15     987    1459    +    8.6e-266  883.3  18.5  -
Spongiibacteraceae_Zhongshania                   -          LKAP-TSAKG2_A05_047_2018_2 -               48     983      20     955      11     975    1501    +    2.5e-265  881.4  18.6  -
Colwelliaceae_Colwellia                          -          LKAP-TSAKG2_A05_047_2018_2 -               28    1003      20     987      13     987    1485    +    4.3e-265  880.7  18.6  -
Cellvibrionaceae_Umboniibacter                   -          LKAP-TSAKG2_A05_047_2018_2 -               41    1005      21     986      14     987    1507    +    4.4e-265  880.8  18.6  -
Chromatiaceae_Thiocystis                         -          LKAP-TSAKG2_A05_047_2018_2 -               29     989      21     987      15     987    1451    +    7.1e-265  880.2  18.3  -
Arenicellaceae_Arenicella                        -          LKAP-TSAKG2_A05_047_2018_2 -               36    1005      20     987      14     987    1506    +    1.2e-264  879.5  18.2  -
Nevskiaceae_Steroidobacter                       -          LKAP-TSAKG2_A05_047_2018_2 -               35    1006      21     987      15     987    1500    +    4.2e-264  877.6  18.5  -
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP-TSAKG2_A05_047_2018_2 -               28     997      20     987      10     987    1461    +    7.2e-264  876.5  18.4  -
Vibrionaceae_Vibrio                              -          LKAP-TSAKG2_A05_047_2018_2 -               28    1013      20     987      11     987    1466    +    1.8e-263  875.3  18.6  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-TSAKG2_A05_047_2018_2 -               59    1028      21     987      15     987    1544    +    2.2e-263  875.2  18.6  -
Salinisphaeraceae_Salinisphaera                  -          LKAP-TSAKG2_A05_047_2018_2 -               16     988      20     987      10     987    1429    +    2.8e-263  874.8  18.6  -
Alteromonadaceae_Paraglaciecola                  -          LKAP-TSAKG2_A05_047_2018_2 -               38    1005      20     987      13     987    1495    +    5.5e-263  873.4  18.8  -
Pseudoalteromonadaceae_Algicola                  -          LKAP-TSAKG2_A05_047_2018_2 -               44    1012      21     983      14     987    1490    +    5.8e-263  873.5  18.5  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-TSAKG2_A05_047_2018_2 -               50    1020      21     987      15     987    1464    +    1.1e-262  872.8  18.9  -
Thiotrichaceae_Beggiatoa                         -          LKAP-TSAKG2_A05_047_2018_2 -               48    1010      20     987      13     987    1491    +    1.9e-262  872.2  18.5  -
Chromatiaceae_Allochromatium                     -          LKAP-TSAKG2_A05_047_2018_2 -               28    1000      20     987      11     987    1462    +    2.4e-262  871.7  18.6  -
Lysobacteraceae_Luteimonas                       -          LKAP-TSAKG2_A05_047_2018_2 -               32    1009      19     987       9     987    1490    +    2.5e-262  871.5  18.5  -
Pseudoalteromonadaceae_Psychrosphaera            -          LKAP-TSAKG2_A05_047_2018_2 -               32     998      20     987      13     987    1450    +    2.8e-262  871.4  18.8  -
Chromatiaceae_Marichromatium                     -          LKAP-TSAKG2_A05_047_2018_2 -               39     999      21     987      15     987    1440    +    3.4e-262  871.4  18.9  -
Chromatiaceae_Imhoffiella                        -          LKAP-TSAKG2_A05_047_2018_2 -               37     998      20     987      10     987    1484    +    4.4e-262  870.9  18.7  -
Alteromonadaceae_Bowmanella                      -          LKAP-TSAKG2_A05_047_2018_2 -               47    1015      21     987      14     987    1496    +    1.2e-261  869.3  18.8  -
Halothiobacillaceae_Halothiobacillus             -          LKAP-TSAKG2_A05_047_2018_2 -               48    1024      20     987      14     987    1505    +    1.3e-261  869.3  18.5  -
Chromatiaceae_Lamprocystis                       -          LKAP-TSAKG2_A05_047_2018_2 -               54    1016      21     987      15     987    1406    +    1.4e-261  869.3  18.4  -
Chromatiaceae_Rheinheimera                       -          LKAP-TSAKG2_A05_047_2018_2 -               35     992      20     987      11     987    1472    +    5.7e-261  867.1  18.6  -
Moritellaceae_Moritella                          -          LKAP-TSAKG2_A05_047_2018_2 -               48    1025      20     987      13     987    1506    +    6.3e-261  866.8  18.6  -
Aeromonadaceae_Zobellella                        -          LKAP-TSAKG2_A05_047_2018_2 -               35    1010      20     987      14     987    1478    +    6.7e-261  866.6  18.6  -
Vibrionaceae_Photobacterium                      -          LKAP-TSAKG2_A05_047_2018_2 -               28    1013      20     987      11     987    1487    +    7.2e-261  866.6  18.6  -
Nevskiaceae_Nevskia                              -          LKAP-TSAKG2_A05_047_2018_2 -               34     991      21     987      15     987    1451    +    1.7e-260  865.8  18.1  -
Litoricolaceae_Litoricola                        -          LKAP-TSAKG2_A05_047_2018_2 -               39    1014      20     987      11     987    1483    +    6.1e-260  863.8  18.6  -
Cardiobacteriaceae_Cardiobacterium               -          LKAP-TSAKG2_A05_047_2018_2 -               14     983      20     987      14     987    1493    +    6.5e-260  863.6  18.8  -
Cellvibrionaceae_Pseudomaricurvus                -          LKAP-TSAKG2_A05_047_2018_2 -               28     994      20     987      14     987    1490    +    8.9e-260  863.0  17.9  -
Aeromonadaceae_Aeromonas                         -          LKAP-TSAKG2_A05_047_2018_2 -               47    1024      20     987      13     987    1503    +      1e-259  862.7  18.4  -
Alteromonadaceae_Glaciecola                      -          LKAP-TSAKG2_A05_047_2018_2 -               48    1015      20     987      14     987    1474    +    2.7e-259  861.3  18.9  -
Lysobacteraceae_Arenimonas                       -          LKAP-TSAKG2_A05_047_2018_2 -               32    1008      20     987      13     987    1490    +    4.6e-259  860.8  18.5  -
Erwiniaceae_Erwinia                              -          LKAP-TSAKG2_A05_047_2018_2 -               28    1003      20     987      12     987    1495    +    5.6e-259  860.5  18.5  -
Lysobacteraceae_Lysobacter                       -          LKAP-TSAKG2_A05_047_2018_2 -               30    1007      20     987       9     987    1475    +    6.8e-259  860.2  18.5  -
Piscirickettsiaceae_Thiomicrospira               -          LKAP-TSAKG2_A05_047_2018_2 -               32    1005      20     986      13     987    1466    +    7.4e-259  860.0  18.4  -
Enterobacteriaceae_Cronobacter                   -          LKAP-TSAKG2_A05_047_2018_2 -                6     980      21     987      17     987    1422    +    8.6e-259  859.9  18.6  -
Moritellaceae_Paramoritella                      -          LKAP-TSAKG2_A05_047_2018_2 -               28    1001      20     987      13     987    1512    +    1.2e-258  859.1  18.5  -
Gammaproteobacteria_Gallaecimonas                -          LKAP-TSAKG2_A05_047_2018_2 -               48    1023      20     987       8     987    1506    +    4.2e-257  854.2  18.4  -
Burkholderiaceae_Paraburkholderia                -          LKAP-TSAKG2_A05_047_2018_2 -               28     994      20     985      10     986    1472    +    4.4e-257  854.3  18.6  -
Aeromonadaceae_Oceanisphaera                     -          LKAP-TSAKG2_A05_047_2018_2 -               28    1002      20     987      11     987    1464    +    4.8e-257  853.9  18.7  -
Neisseriaceae_Neisseria                          -          LKAP-TSAKG2_A05_047_2018_2 -               42    1017      20     987      10     987    1475    +    9.2e-257  853.2  18.3  -
Ectothiorhodospiraceae_Arhodomonas               -          LKAP-TSAKG2_A05_047_2018_2 -               33    1001      21     986      15     987    1487    +    1.4e-256  852.7  18.7  -
Ectothiorhodospiraceae_Halorhodospira            -          LKAP-TSAKG2_A05_047_2018_2 -               49    1013      21     975      15     987    1479    +    2.1e-256  852.2  18.2  -
Burkholderiaceae_Pandoraea                       -          LKAP-TSAKG2_A05_047_2018_2 -               23     995      16     984      11     986    1456    +    6.3e-256  850.5  18.5  -
Neisseriaceae_Vitreoscilla                       -          LKAP-TSAKG2_A05_047_2018_2 -               21     985      20     986      12     987    1457    +    1.1e-255  849.6  17.9  -
Aeromonadaceae_Oceanimonas                       -          LKAP-TSAKG2_A05_047_2018_2 -               25    1002      20     987      11     987    1483    +    1.9e-255  848.6  18.6  -
Alteromonadaceae_Aliagarivorans                  -          LKAP-TSAKG2_A05_047_2018_2 -               21    1008      20     986      13     987    1462    +      2e-255  848.9  18.6  -
Enterobacteriaceae_Kosakonia                     -          LKAP-TSAKG2_A05_047_2018_2 -                8     981      20     987      14     987    1422    +    2.2e-255  848.2  18.4  -
Alteromonadaceae_Alishewanella                   -          LKAP-TSAKG2_A05_047_2018_2 -               37     994      20     987      10     987    1426    +    2.3e-255  848.5  18.5  -
Burkholderiaceae_Burkholderia                    -          LKAP-TSAKG2_A05_047_2018_2 -               35    1002      20     984      10     986    1502    +    4.2e-255  847.6  18.5  -
Colwelliaceae_Thalassomonas                      -          LKAP-TSAKG2_A05_047_2018_2 -               28    1000      20     986      13     987    1462    +    5.6e-255  847.2  18.5  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-TSAKG2_A05_047_2018_2 -               37    1004      20     987      14     987    1491    +    1.1e-254  846.2  18.5  -
Methylophilaceae_Methylobacillus                 -          LKAP-TSAKG2_A05_047_2018_2 -                5     973      15     976      12     985    1416    +    2.1e-254  845.5  18.9  -
Burkholderiaceae_Limnobacter                     -          LKAP-TSAKG2_A05_047_2018_2 -               48     982      20     955      12     975    1524    +    4.6e-254  844.2  18.6  -
Enterobacteriaceae_Enterobacter                  -          LKAP-TSAKG2_A05_047_2018_2 -               26     999      20     987      11     987    1476    +    5.1e-254  844.0  18.6  -
Chromobacteriaceae_Chromobacterium               -          LKAP-TSAKG2_A05_047_2018_2 -               42    1012      17     985       9     986    1469    +    5.7e-254  843.9  19.1  -
Alcaligenaceae_Advenella                         -          LKAP-TSAKG2_A05_047_2018_2 -                6     980      19     984      14     986    1428    +    1.4e-253  842.6  18.8  -
Pasteurellaceae_Pasteurella                      -          LKAP-TSAKG2_A05_047_2018_2 -               29    1004      21     987      14     987    1365    +    1.4e-253  842.7  18.7  -
Alteromonadaceae_Aliiglaciecola                  -          LKAP-TSAKG2_A05_047_2018_2 -               14     983      20     987      11     987    1440    +    1.7e-253  842.1  18.9  -
Oxalobacteraceae_Undibacterium                   -          LKAP-TSAKG2_A05_047_2018_2 -               24     989      20     984      11     986    1442    +      2e-253  842.2  18.9  -
Alteromonadaceae_Aestuariibacter                 -          LKAP-TSAKG2_A05_047_2018_2 -               28     995      20     987      11     987    1455    +    3.7e-253  841.1  18.9  -
Lysobacteraceae_Silanimonas                      -          LKAP-TSAKG2_A05_047_2018_2 -               48    1017      21     986      10     987    1493    +    3.8e-253  841.2  18.5  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_A05_047_2018_2 -               38     995      21     985      15     986    1476    +    3.9e-253  841.3  18.9  -
Aeromonadaceae_Pseudaeromonas                    -          LKAP-TSAKG2_A05_047_2018_2 -               11     986      20     987      12     987    1491    +    4.2e-253  840.8  18.2  -
Vibrionaceae_Enterovibrio                        -          LKAP-TSAKG2_A05_047_2018_2 -               29    1007      21     987      14     987    1499    +    4.3e-253  840.7  18.5  -
Lysobacteraceae_Thermomonas                      -          LKAP-TSAKG2_A05_047_2018_2 -               28    1004      20     987      14     987    1488    +    6.1e-253  840.5  18.5  -
Idiomarinaceae_Pseudidiomarina                   -          LKAP-TSAKG2_A05_047_2018_2 -               28    1004      20     987      14     987    1499    +    6.6e-253  840.1  18.6  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_A05_047_2018_2 -               24     999      20     987      11     987    1457    +    6.6e-253  840.4  18.5  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_A05_047_2018_2 -               43    1018      20     987      13     987    1517    +      7e-253  840.2  18.5  -
Thiotrichales_Caedibacter                        -          LKAP-TSAKG2_A05_047_2018_2 -               49     961      21     969      15     982    1500    +    7.2e-253  840.0  19.3  -
Yersiniaceae_Serratia                            -          LKAP-TSAKG2_A05_047_2018_2 -               32    1007      20     987      13     987    1491    +      8e-253  840.0  18.6  -
Thermithiobacillaceae_Thermithiobacillus         -          LKAP-TSAKG2_A05_047_2018_2 -               14     981      21     986      15     987    1419    +    8.5e-253  840.0  18.6  -
Celerinatantimonadaceae_Celerinatantimonas       -          LKAP-TSAKG2_A05_047_2018_2 -               23    1009      20     986      13     987    1433    +      1e-252  839.8  18.7  -
Burkholderiaceae_Caballeronia                    -          LKAP-TSAKG2_A05_047_2018_2 -               37    1002      20     984      12     986    1479    +    1.5e-252  839.3  18.3  -
Alteromonadaceae_Salinimonas                     -          LKAP-TSAKG2_A05_047_2018_2 -               28     998      20     986      14     987    1459    +    4.2e-252  837.7  18.6  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_A05_047_2018_2 -               29     998      21     987      14     987    1480    +    4.7e-252  837.6  18.4  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_A05_047_2018_2 -               28    1003      20     987      14     987    1480    +    5.2e-252  837.4  18.5  -
Psychromonadaceae_Psychromonas                   -          LKAP-TSAKG2_A05_047_2018_2 -               28    1003      20     987      12     987    1467    +    6.5e-252  837.1  18.4  -
Lysobacteraceae_Pseudoxanthomonas                -          LKAP-TSAKG2_A05_047_2018_2 -               31    1008      20     986      11     987    1484    +    6.9e-252  836.9  18.5  -
Lysobacteraceae_Vulcaniibacterium                -          LKAP-TSAKG2_A05_047_2018_2 -               55    1031      20     987      14     987    1549    +    7.2e-252  836.9  18.4  -
Alcaligenaceae_Pusillimonas                      -          LKAP-TSAKG2_A05_047_2018_2 -                3     975      21     984      19     986    1446    +    1.2e-251  836.2  19.0  -
Francisellaceae_Allofrancisella                  -          LKAP-TSAKG2_A05_047_2018_2 -               28     995      20     986      14     987    1452    +    1.3e-251  836.1  18.7  -
Alcaligenaceae_Paenalcaligenes                   -          LKAP-TSAKG2_A05_047_2018_2 -               28    1000      20     985      12     986    1432    +    1.4e-251  836.1  18.0  -
Piscirickettsiaceae_Hydrogenovibrio              -          LKAP-TSAKG2_A05_047_2018_2 -               28     988      20     959      13     979    1465    +    1.4e-251  835.8  18.4  -
Enterobacteriaceae_Klebsiella                    -          LKAP-TSAKG2_A05_047_2018_2 -               40    1013      20     987      13     987    1436    +    1.5e-251  835.9  18.5  -
Pectobacteriaceae_Pectobacterium                 -          LKAP-TSAKG2_A05_047_2018_2 -               36    1011      20     987      12     987    1499    +      2e-251  835.5  18.5  -
Alcaligenaceae_Castellaniella                    -          LKAP-TSAKG2_A05_047_2018_2 -               21     995      20     984       9     986    1464    +    5.4e-251  834.0  18.7  -
