# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_F05_037_2017_1 -               27     941       9     916       2     936    1526    +           0 1073.9  28.9  -
Planococcaceae_Jeotgalibacillus                  -          LKAP-GUTHK2_F05_037_2017_1 -               67     909      70     908      45     928    1507    +    8.6e-256  849.8  25.2  -
Planococcaceae_Sporosarcina                      -          LKAP-GUTHK2_F05_037_2017_1 -               66     917      71     917      48     942    1504    +    1.3e-255  849.2  24.7  -
Bacillales_Rummeliibacillus                      -          LKAP-GUTHK2_F05_037_2017_1 -               65     904      70     907      50     928    1473    +    1.9e-255  848.7  25.1  -
Bacillaceae_Alkalibacillus                       -          LKAP-GUTHK2_F05_037_2017_1 -               13     913      13     907       2     928    1492    +    4.3e-255  847.6  29.0  -
Bacillaceae_Alkalicoccus                         -          LKAP-GUTHK2_F05_037_2017_1 -               34     950       9     907       2     928    1558    +    2.2e-254  845.2  28.9  -
Bacillaceae_Paraliobacillus                      -          LKAP-GUTHK2_F05_037_2017_1 -               14     944       9     926       3     942    1511    +    5.9e-254  843.9  28.4  -
Bacillaceae_Halolactibacillus                    -          LKAP-GUTHK2_F05_037_2017_1 -               15     930      20     926       9     942    1491    +    7.5e-254  843.3  27.7  -
Planococcaceae_Chryseomicrobium                  -          LKAP-GUTHK2_F05_037_2017_1 -               67     908      70     907      49     928    1483    +    1.3e-253  842.5  25.4  -
Staphylococcaceae_Macrococcus                    -          LKAP-GUTHK2_F05_037_2017_1 -               90     949      71     927      49     942    1547    +    1.6e-253  842.3  24.7  -
Bacillaceae_Terribacillus                        -          LKAP-GUTHK2_F05_037_2017_1 -                9     913      10     907       3     928    1472    +    6.1e-253  840.5  28.6  -
Enterococcaceae_Enterococcus                     -          LKAP-GUTHK2_F05_037_2017_1 -               79     917      72     907      51     928    1502    +    1.3e-252  839.3  25.1  -
Paenibacillaceae_Aneurinibacillus                -          LKAP-GUTHK2_F05_037_2017_1 -               72     909      73     916      52     937    1483    +    7.2e-252  836.8  24.1  -
Bacillaceae_Fictibacillus                        -          LKAP-GUTHK2_F05_037_2017_1 -               46     885      70     907      49     928    1439    +    2.7e-251  834.9  25.3  -
Enterococcaceae_Vagococcus                       -          LKAP-GUTHK2_F05_037_2017_1 -               26     918      17     907       2     928    1472    +      1e-250  833.1  27.7  -
Listeriaceae_Listeria                            -          LKAP-GUTHK2_F05_037_2017_1 -               55     895      73     909      53     935    1458    +    1.8e-250  832.4  25.0  -
Bacillaceae_Piscibacillus                        -          LKAP-GUTHK2_F05_037_2017_1 -                2     900      15     907      14     928    1520    +      5e-250  830.8  27.9  -
Staphylococcaceae_Salinicoccus                   -          LKAP-GUTHK2_F05_037_2017_1 -               21     922      21     929       4     941    1476    +      3e-249  828.2  27.1  -
Bacillaceae_Salisediminibacterium                -          LKAP-GUTHK2_F05_037_2017_1 -                2     899      18     907      17     928    1449    +    3.6e-249  828.0  27.9  -
Bacillaceae_Caldalkalibacillus                   -          LKAP-GUTHK2_F05_037_2017_1 -               10     905      23     907      14     928    1488    +    1.6e-248  825.7  28.1  -
Planococcaceae_Bhargavaea                        -          LKAP-GUTHK2_F05_037_2017_1 -               85     944      70     926      50     942    1544    +    1.8e-248  825.6  25.1  -
Bacillaceae_Salimicrobium                        -          LKAP-GUTHK2_F05_037_2017_1 -               14     925       9     907       2     928    1500    +    3.8e-248  824.6  29.0  -
Bacillaceae_Pelagirhabdus                        -          LKAP-GUTHK2_F05_037_2017_1 -                1     917      24     929      24     943    1462    +    1.7e-247  822.2  27.7  -
Paenibacillaceae_Brevibacillus                   -          LKAP-GUTHK2_F05_037_2017_1 -               13     893       9     907       2     928    1486    +    3.2e-247  821.5  26.7  -
Planococcaceae_Planomicrobium                    -          LKAP-GUTHK2_F05_037_2017_1 -               69     906      73     907      51     928    1485    +    3.7e-247  821.4  24.7  -
Bacillaceae_Viridibacillus                       -          LKAP-GUTHK2_F05_037_2017_1 -               67     908      70     907      50     928    1505    +    1.1e-246  819.5  25.0  -
Bacillaceae_Geobacillus                          -          LKAP-GUTHK2_F05_037_2017_1 -               84     924      73     907      52     928    1527    +    1.4e-246  819.4  25.0  -
Planococcaceae_Caryophanon                       -          LKAP-GUTHK2_F05_037_2017_1 -              101     939      73     907      53     928    1492    +    1.5e-246  819.1  24.9  -
Planococcaceae_Planococcus                       -          LKAP-GUTHK2_F05_037_2017_1 -               79     916      73     907      48     928    1492    +    2.1e-246  818.8  24.8  -
Bacillaceae_Alteribacillus                       -          LKAP-GUTHK2_F05_037_2017_1 -                3     895      23     907      21     928    1440    +    8.3e-246  816.9  28.3  -
Staphylococcaceae_Jeotgalicoccus                 -          LKAP-GUTHK2_F05_037_2017_1 -               11     904      16     916       7     936    1443    +    4.7e-245  814.3  26.7  -
Staphylococcaceae_Staphylococcus                 -          LKAP-GUTHK2_F05_037_2017_1 -               79     926      73     916      51     937    1484    +    7.4e-245  813.6  25.0  -
Planococcaceae_Paenisporosarcina                 -          LKAP-GUTHK2_F05_037_2017_1 -               63     901      73     907      52     928    1481    +    9.1e-245  813.2  24.9  -
Aerococcaceae_Aerococcus                         -          LKAP-GUTHK2_F05_037_2017_1 -               61     909      73     917      53     937    1461    +    9.2e-245  813.2  25.0  -
Bacillales_Solibacillus                          -          LKAP-GUTHK2_F05_037_2017_1 -               78     915      74     907      53     928    1525    +    2.4e-244  811.9  24.8  -
Carnobacteriaceae_Carnobacterium                 -          LKAP-GUTHK2_F05_037_2017_1 -               52     956      24     926       4     941    1520    +    4.4e-244  811.1  26.7  -
Bacillaceae_Psychrobacillus                      -          LKAP-GUTHK2_F05_037_2017_1 -               74     916      70     907      50     928    1503    +    2.1e-243  808.7  25.1  -
Carnobacteriaceae_Alkalibacterium                -          LKAP-GUTHK2_F05_037_2017_1 -               55     915      70     926      50     942    1494    +    3.5e-243  808.1  24.9  -
Sporolactobacillaceae_Sporolactobacillus         -          LKAP-GUTHK2_F05_037_2017_1 -               67     906      72     907      49     928    1503    +    1.7e-240  799.1  25.2  -
Bacillaceae_Anaerobacillus                       -          LKAP-GUTHK2_F05_037_2017_1 -               86     927      71     907      50     928    1512    +    3.5e-240  798.0  24.5  -
Bacillaceae_Salibacterium                        -          LKAP-GUTHK2_F05_037_2017_1 -                6     904      15     907       9     928    1485    +    1.8e-239  795.8  28.0  -
Carnobacteriaceae_Granulicatella                 -          LKAP-GUTHK2_F05_037_2017_1 -               84     949      67     928      45     943    1407    +    3.2e-239  794.9  25.1  -
Bacillaceae_Tepidibacillus                       -          LKAP-GUTHK2_F05_037_2017_1 -               74     912      74     907      52     928    1493    +      5e-239  793.9  25.1  -
Enterococcaceae_Tetragenococcus                  -          LKAP-GUTHK2_F05_037_2017_1 -               19     918       9     907       2     928    1518    +    9.1e-239  793.5  28.5  -
Bacillaceae_Salsuginibacillus                    -          LKAP-GUTHK2_F05_037_2017_1 -               49     949      16     907       2     928    1505    +    1.2e-238  793.1  28.6  -
Aerococcaceae_Facklamia                          -          LKAP-GUTHK2_F05_037_2017_1 -               72     920      73     916      51     936    1501    +    1.2e-237  789.9  25.1  -
Bacillales_Gemella                               -          LKAP-GUTHK2_F05_037_2017_1 -               74     920      72     916      51     936    1511    +    1.6e-234  779.5  24.5  -
Carnobacteriaceae_Trichococcus                   -          LKAP-GUTHK2_F05_037_2017_1 -               79     938      74     927      54     942    1513    +    2.2e-234  778.7  24.7  -
Thermoactinomycetaceae_Melghirimyces             -          LKAP-GUTHK2_F05_037_2017_1 -               22     928       9     907       2     928    1506    +    2.8e-234  778.7  29.2  -
Carnobacteriaceae_Marinilactibacillus            -          LKAP-GUTHK2_F05_037_2017_1 -               56     916      71     927      50     942    1511    +    7.6e-234  776.9  24.8  -
Bacillales_Geomicrobium                          -          LKAP-GUTHK2_F05_037_2017_1 -               80     920      73     907      52     928    1537    +    9.4e-234  776.9  24.9  -
Paenibacillaceae_Cohnella                        -          LKAP-GUTHK2_F05_037_2017_1 -               75     921      72     916      48     937    1482    +      8e-231  767.3  24.8  -
Carnobacteriaceae_Jeotgalibaca                   -          LKAP-GUTHK2_F05_037_2017_1 -               59     920      71     926      51     942    1453    +    1.8e-230  765.9  24.6  -
Listeriaceae_Brochothrix                         -          LKAP-GUTHK2_F05_037_2017_1 -               55     904      71     916      50     936    1421    +    9.2e-230  763.9  25.0  -
Peptococcaceae_Desulfotomaculum                  -          LKAP-GUTHK2_F05_037_2017_1 -               27     901       9     906       2     926    1493    +      1e-229  763.3  25.7  -
Bacillaceae_Thermolongibacillus                  -          LKAP-GUTHK2_F05_037_2017_1 -               39     882      74     907      65     928    1432    +    1.3e-229  763.0  24.5  -
Eubacteriaceae_Eubacterium                       -          LKAP-GUTHK2_F05_037_2017_1 -               34     909       9     908       3     929    1476    +    1.7e-229  762.7  27.2  -
Paenibacillaceae_Ammoniphilus                    -          LKAP-GUTHK2_F05_037_2017_1 -               70     917      73     927      53     942    1497    +    3.3e-229  761.9  24.3  -
Paenibacillaceae_Saccharibacillus                -          LKAP-GUTHK2_F05_037_2017_1 -               28     922      16     916       2     937    1498    +    3.7e-229  762.1  26.9  -
Staphylococcaceae_Nosocomiicoccus                -          LKAP-GUTHK2_F05_037_2017_1 -               46     959      16     927       2     942    1546    +    4.1e-229  761.4  27.7  -
Bacillaceae_Calditerricola                       -          LKAP-GUTHK2_F05_037_2017_1 -               35     941      10     908       2     928    1535    +    4.6e-228  758.0  29.0  -
Alicyclobacillaceae_Effusibacillus               -          LKAP-GUTHK2_F05_037_2017_1 -               66     902      73     907      52     928    1466    +    3.8e-227  755.0  25.2  -
Thermoactinomycetaceae_Kroppenstedtia            -          LKAP-GUTHK2_F05_037_2017_1 -               83     921      73     907      51     928    1486    +      5e-227  754.5  25.0  -
Paenibacillaceae_Fontibacillus                   -          LKAP-GUTHK2_F05_037_2017_1 -               77     925      73     917      53     938    1487    +    6.7e-225  747.5  24.4  -
Lactobacillaceae_Pediococcus                     -          LKAP-GUTHK2_F05_037_2017_1 -              101     943      68     906      48     928    1526    +    4.8e-224  744.8  25.3  -
Bacillaceae_Marinococcus                         -          LKAP-GUTHK2_F05_037_2017_1 -                8     917       9     907       2     928    1503    +    6.3e-224  744.4  29.0  -
Bacillales_Desulfuribacillus                     -          LKAP-GUTHK2_F05_037_2017_1 -               80     924      72     915      52     936    1495    +    8.6e-224  743.7  25.1  -
Alicyclobacillaceae_Tumebacillus                 -          LKAP-GUTHK2_F05_037_2017_1 -               29     904      12     907       2     928    1489    +    1.8e-221  736.3  27.1  -
Thermoactinomycetaceae_Thermoactinomyces         -          LKAP-GUTHK2_F05_037_2017_1 -               34     926       9     907       2     928    1510    +    9.7e-221  733.9  27.9  -
Thermoactinomycetaceae_Planifilum                -          LKAP-GUTHK2_F05_037_2017_1 -               92     929      75     907      53     928    1517    +    5.5e-219  728.0  24.7  -
Alicyclobacillaceae_Alicyclobacillus             -          LKAP-GUTHK2_F05_037_2017_1 -               35     912      10     907       2     928    1509    +    8.1e-218  724.3  27.3  -
Thermoactinomycetaceae_Desmospora                -          LKAP-GUTHK2_F05_037_2017_1 -               86     928      70     907      48     928    1548    +    7.7e-217  721.0  24.9  -
Thermoactinomycetaceae_Marininema                -          LKAP-GUTHK2_F05_037_2017_1 -               87     925      73     907      52     928    1553    +    2.9e-215  715.5  24.6  -
Bacillaceae_Salirhabdus                          -          LKAP-GUTHK2_F05_037_2017_1 -               29     957      10     930       2     946    1546    +    3.3e-215  715.2  28.1  -
Leuconostocaceae_Weissella                       -          LKAP-GUTHK2_F05_037_2017_1 -               88     940      67     915      42     935    1485    +    2.2e-214  712.7  25.4  -
Streptococcaceae_Streptococcus                   -          LKAP-GUTHK2_F05_037_2017_1 -               20     917      10     907       2     928    1497    +    3.7e-214  712.0  27.5  -
Peptococcaceae_Desulfosporosinus                 -          LKAP-GUTHK2_F05_037_2017_1 -               79     925      73     907      51     928    1523    +    5.2e-213  708.0  24.8  -
Paenibacillaceae_Thermobacillus                  -          LKAP-GUTHK2_F05_037_2017_1 -               34     956       9     918       2     938    1599    +    2.9e-212  705.6  28.7  -
Mycoplasmataceae_Mycoplasma                      -          LKAP-GUTHK2_F05_037_2017_1 -               47     888      72     916      50     936    1465    +    3.7e-212  705.5  25.8  -
Thermoactinomycetaceae_Mechercharimyces          -          LKAP-GUTHK2_F05_037_2017_1 -               24     915       9     908       2     929    1439    +    7.9e-212  704.2  27.0  -
Thermoactinomycetaceae_Risungbinella             -          LKAP-GUTHK2_F05_037_2017_1 -               46     884      16     907       2     928    1464    +    2.4e-211  702.8  24.8  -
Streptococcaceae_Lactococcus                     -          LKAP-GUTHK2_F05_037_2017_1 -               38     913      23     907       3     928    1492    +    4.1e-211  701.6  27.1  -
Leuconostocaceae_Leuconostoc                     -          LKAP-GUTHK2_F05_037_2017_1 -               61     909      71     916      48     937    1477    +    8.4e-211  700.9  25.0  -
Peptococcaceae_Desulfitobacterium                -          LKAP-GUTHK2_F05_037_2017_1 -               86     932      73     907      51     928    1521    +    1.4e-210  699.6  24.7  -
Thermoactinomycetaceae_Laceyella                 -          LKAP-GUTHK2_F05_037_2017_1 -               58     863      75     907      54     928    1428    +    3.2e-210  698.9  24.4  -
Bacillaceae_Melghiribacillus                     -          LKAP-GUTHK2_F05_037_2017_1 -               24     953      10     930       2     946    1552    +    8.5e-209  693.9  28.2  -
Bacillaceae_Filobacillus                         -          LKAP-GUTHK2_F05_037_2017_1 -                8     936      10     930       2     946    1491    +    1.8e-207  689.3  28.0  -
Leuconostocaceae_Fructobacillus                  -          LKAP-GUTHK2_F05_037_2017_1 -               71     918      73     917      52     942    1485    +    2.6e-207  689.3  24.5  -
Brevibacteriaceae_Brevibacterium                 -          LKAP-GUTHK2_F05_037_2017_1 -               24     894       9     907       2     927    1485    +    2.2e-206  685.9  26.3  -
Peptococcaceae_Pelotomaculum                     -          LKAP-GUTHK2_F05_037_2017_1 -               14     884       9     907       2     928    1467    +    9.3e-206  683.8  25.7  -
Fusobacteriaceae_Ilyobacter                      -          LKAP-GUTHK2_F05_037_2017_1 -               69     900      50     915      23     935    1510    +    1.3e-205  683.8  25.2  -
Bacillaceae_Saliterribacillus                    -          LKAP-GUTHK2_F05_037_2017_1 -               35     970      10     930       2     946    1472    +    2.4e-205  682.4  28.0  -
Spiroplasmataceae_Spiroplasma                    -          LKAP-GUTHK2_F05_037_2017_1 -               77     929      73     930      52     943    1516    +    6.6e-205  681.6  25.0  -
Bacillaceae_Paucisalibacillus                    -          LKAP-GUTHK2_F05_037_2017_1 -               30     958      10     930       2     946    1441    +    9.2e-205  680.4  28.1  -
Bacillaceae_Caenibacillus                        -          LKAP-GUTHK2_F05_037_2017_1 -               15     943      10     930       2     946    1490    +    3.2e-204  678.8  28.2  -
Sporolactobacillaceae_Tuberibacillus             -          LKAP-GUTHK2_F05_037_2017_1 -               15     939      10     926       2     946    1486    +    3.5e-204  678.5  28.2  -
Bacillaceae_Aquisalibacillus                     -          LKAP-GUTHK2_F05_037_2017_1 -               38     967      10     932       2     948    1484    +    6.8e-204  677.5  27.6  -
Acetobacteraceae_Acetobacter                     -          LKAP-GUTHK2_F05_037_2017_1 -               50     843      69     906      49     928    1433    +    1.3e-203  677.1  23.7  -
Thermoanaerobacteraceae_Moorella                 -          LKAP-GUTHK2_F05_037_2017_1 -               32     917      20     908       2     928    1493    +    3.2e-203  675.8  28.4  -
Bacillaceae_Halalkalibacillus                    -          LKAP-GUTHK2_F05_037_2017_1 -                8     940      10     932       2     948    1492    +    1.3e-202  673.4  28.1  -
Ruminococcaceae_Ruminococcus                     -          LKAP-GUTHK2_F05_037_2017_1 -               16     876      20     908       8     929    1394    +    1.9e-202  673.0  26.8  -
Bacillaceae_Cerasibacillus                       -          LKAP-GUTHK2_F05_037_2017_1 -               18     948      10     930       2     947    1484    +    2.2e-202  672.6  28.0  -
Bacillaceae_Natronobacillus                      -          LKAP-GUTHK2_F05_037_2017_1 -               38     976       6     933       1     947    1473    +    2.7e-202  672.5  28.0  -
Selenomonadaceae_Selenomonas                     -          LKAP-GUTHK2_F05_037_2017_1 -               35     941       9     908       2     928    1508    +    4.6e-202  671.7  27.4  -
Bacillaceae_Streptohalobacillus                  -          LKAP-GUTHK2_F05_037_2017_1 -                8     929      20     932      14     947    1481    +    5.1e-202  671.2  27.0  -
Bacillaceae_Falsibacillus                        -          LKAP-GUTHK2_F05_037_2017_1 -               37     902      69     930      49     946    1413    +    6.2e-202  671.0  24.5  -
Bacillaceae_Tenuibacillus                        -          LKAP-GUTHK2_F05_037_2017_1 -               12     940      10     930       2     946    1479    +    1.1e-201  670.2  28.0  -
Planococcaceae_Filibacter                        -          LKAP-GUTHK2_F05_037_2017_1 -               78     942      73     932      53     947    1517    +    1.2e-201  670.2  24.1  -
Clostridiaceae_Brassicibacter                    -          LKAP-GUTHK2_F05_037_2017_1 -               14     885       9     907       2     927    1454    +    1.2e-201  670.4  27.1  -
Bacillaceae_Allobacillus                         -          LKAP-GUTHK2_F05_037_2017_1 -                6     922      20     929      15     945    1431    +    1.8e-201  669.6  26.8  -
Clostridiaceae_Alkaliphilus                      -          LKAP-GUTHK2_F05_037_2017_1 -               14     890       9     910       2     934    1465    +    2.9e-201  668.7  27.5  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-GUTHK2_F05_037_2017_1 -               33     931       9     906       2     928    1542    +    3.3e-201  669.1  27.6  -
Desulfovibrionaceae_Desulfovibrio                -          LKAP-GUTHK2_F05_037_2017_1 -               22     915       8     906       2     927    1521    +    4.6e-201  668.5  27.7  -
Sporolactobacillaceae_Terrilactibacillus         -          LKAP-GUTHK2_F05_037_2017_1 -               12     893      46     926      34     946    1456    +    9.1e-201  667.3  26.0  -
Bacillaceae_Sinibacillus                         -          LKAP-GUTHK2_F05_037_2017_1 -               15     946      10     930       2     946    1489    +    9.8e-201  667.3  27.9  -
Geobacteraceae_Geobacter                         -          LKAP-GUTHK2_F05_037_2017_1 -               15     911      10     906       2     927    1470    +    1.1e-200  667.2  27.4  -
Clostridiales_Tissierella                        -          LKAP-GUTHK2_F05_037_2017_1 -               31     907       9     910       2     930    1415    +    2.6e-200  666.0  27.4  -
Bacillaceae_Fermentibacillus                     -          LKAP-GUTHK2_F05_037_2017_1 -               87     945      73     926      50     946    1530    +    2.8e-200  665.5  24.4  -
Bacillales_Chungangia                            -          LKAP-GUTHK2_F05_037_2017_1 -               76     936      73     930      53     946    1440    +      3e-200  665.5  24.3  -
Peptococcaceae_Sporotomaculum                    -          LKAP-GUTHK2_F05_037_2017_1 -              159     969      74     907      54     928    1510    +    8.8e-200  664.2  23.3  -
Erysipelotrichaceae_Breznakia                    -          LKAP-GUTHK2_F05_037_2017_1 -              103     929      74     907      54     928    1508    +    8.8e-200  664.1  24.8  -
Spirochaetaceae_Spirochaeta                      -          LKAP-GUTHK2_F05_037_2017_1 -               74     907      72     906      49     927    1495    +    9.6e-200  664.1  25.3  -
Bacillaceae_Aeribacillus                         -          LKAP-GUTHK2_F05_037_2017_1 -               74     939      74     932      53     947    1516    +    1.4e-199  663.5  24.1  -
Peptoniphilaceae_Peptoniphilus                   -          LKAP-GUTHK2_F05_037_2017_1 -                5     857      24     908      21     930    1433    +      2e-199  663.3  27.0  -
Desulfuromonadaceae_Desulfuromonas               -          LKAP-GUTHK2_F05_037_2017_1 -               23     923       9     906       2     928    1512    +    2.2e-199  662.9  27.7  -
Veillonellaceae_Dialister                        -          LKAP-GUTHK2_F05_037_2017_1 -               71     919      72     906      52     927    1502    +    2.9e-199  662.4  24.9  -
Natranaerobiaceae_Natranaerobius                 -          LKAP-GUTHK2_F05_037_2017_1 -                1     869      15     907      15     928    1424    +      3e-199  662.4  25.3  -
Bacillaceae_Alkalilactibacillus                  -          LKAP-GUTHK2_F05_037_2017_1 -               35     974      10     932       2     947    1567    +    5.3e-199  661.5  27.7  -
Symbiobacteriaceae_Symbiobacterium               -          LKAP-GUTHK2_F05_037_2017_1 -                8     905       8     907       2     927    1468    +    7.6e-199  661.5  28.3  -
Clostridiaceae_Sporosalibacterium                -          LKAP-GUTHK2_F05_037_2017_1 -               34     906       9     907       2     927    1521    +    7.8e-199  661.0  26.7  -
Bacillaceae_Pseudogracilibacillus                -          LKAP-GUTHK2_F05_037_2017_1 -               22     951      10     930       2     946    1521    +    4.3e-198  658.5  28.1  -
Veillonellaceae_Megasphaera                      -          LKAP-GUTHK2_F05_037_2017_1 -               97     944      73     907      51     928    1528    +    9.6e-198  657.3  24.9  -
Clostridiaceae_Caloramator                       -          LKAP-GUTHK2_F05_037_2017_1 -               68     872      73     906      53     926    1453    +    1.6e-197  656.8  24.2  -
Clostridiaceae_Hathewaya                         -          LKAP-GUTHK2_F05_037_2017_1 -               34     892       9     907       2     928    1507    +    1.8e-197  656.5  26.0  -
Planococcaceae_Savagea                           -          LKAP-GUTHK2_F05_037_2017_1 -               90     954      72     932      51     947    1547    +    1.9e-197  656.2  24.2  -
Clostridiaceae_Natronincola                      -          LKAP-GUTHK2_F05_037_2017_1 -               31     903       9     910       2     934    1489    +    9.8e-197  653.9  28.3  -
Rubrobacteraceae_Rubrobacter                     -          LKAP-GUTHK2_F05_037_2017_1 -               15     902      10     906       2     926    1495    +    1.1e-196  654.0  27.6  -
Bacillaceae_Polygonibacillus                     -          LKAP-GUTHK2_F05_037_2017_1 -               35     898      73     930      53     946    1480    +    2.3e-196  652.5  24.4  -
Staphylococcaceae_Corticicoccus                  -          LKAP-GUTHK2_F05_037_2017_1 -               16     935      16     931       5     946    1465    +    5.3e-196  651.5  27.3  -
Bacillaceae_Compostibacillus                     -          LKAP-GUTHK2_F05_037_2017_1 -              153    1014      73     930      53     946    1555    +    5.5e-196  651.4  24.3  -
Clostridiaceae_Tepidimicrobium                   -          LKAP-GUTHK2_F05_037_2017_1 -               34     913       9     910       2     934    1528    +    6.2e-196  651.5  27.7  -
Peptococcaceae_Thermincola                       -          LKAP-GUTHK2_F05_037_2017_1 -               77     888      73     907      53     928    1482    +      9e-196  650.9  23.3  -
Syntrophomonadaceae_Syntrophomonas               -          LKAP-GUTHK2_F05_037_2017_1 -               91     938      73     907      51     928    1529    +    1.8e-195  649.8  25.1  -
Bacillaceae_Saccharococcus                       -          LKAP-GUTHK2_F05_037_2017_1 -               87     944      73     930      53     946    1538    +    2.6e-195  649.2  24.4  -
Peptostreptococcaceae_Tepidibacter               -          LKAP-GUTHK2_F05_037_2017_1 -               54     866      74     915      54     935    1412    +    3.2e-195  649.2  23.6  -
Peptococcaceae_Desulfitispora                    -          LKAP-GUTHK2_F05_037_2017_1 -               13     907      46     928      34     943    1479    +    4.5e-195  648.5  26.2  -
Heliobacteriaceae_Heliobacterium                 -          LKAP-GUTHK2_F05_037_2017_1 -               85     904      73     915      53     943    1500    +    1.7e-194  646.8  23.6  -
Erysipelotrichaceae_Erysipelothrix               -          LKAP-GUTHK2_F05_037_2017_1 -               77     905      71     906      51     927    1467    +      2e-194  646.7  25.3  -
Staphylococcaceae_Auricoccus                     -          LKAP-GUTHK2_F05_037_2017_1 -               50     959      16     930       2     946    1507    +    2.3e-194  646.1  26.7  -
Sporomusaceae_Sporomusa                          -          LKAP-GUTHK2_F05_037_2017_1 -               82     929      74     907      53     928    1532    +    3.7e-194  645.4  25.0  -
Staphylococcaceae_Abyssicoccus                   -          LKAP-GUTHK2_F05_037_2017_1 -               73     986      16     933       2     947    1576    +    5.7e-194  644.7  26.6  -
Thermoleophilaceae_Thermoleophilum               -          LKAP-GUTHK2_F05_037_2017_1 -               61     899      74     906      50     926    1494    +    1.6e-193  643.4  25.1  -
Carnobacteriaceae_Lacticigenium                  -          LKAP-GUTHK2_F05_037_2017_1 -               29     937      17     932       2     947    1446    +    3.7e-193  642.1  27.0  -
Enterococcaceae_Catellicoccus                    -          LKAP-GUTHK2_F05_037_2017_1 -               58     919      72     930      52     946    1480    +    9.5e-193  640.5  24.3  -
Streptococcaceae_Faecalicoccus                   -          LKAP-GUTHK2_F05_037_2017_1 -               89     920      72     907      52     928    1380    +    1.1e-192  641.0  25.4  -
