# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_B11_093_2018_2 -               29     951      21     947       7     947    1491    +           0 1175.2  19.2  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_B11_093_2018_2 -               25     937      24     947       8     947    1446    +           0 1062.4  19.2  -
Thiotrichaceae_Leucothrix                        -          LKAP-TSAKG2_B11_093_2018_2 -               14     946      13     947       7     947    1445    +    2.1e-270  898.0  19.0  -
Gammaproteobacteria_Thiohalomonas                -          LKAP-TSAKG2_B11_093_2018_2 -               23     950      22     947       8     947    1483    +      3e-270  897.5  18.8  -
Spongiibacteraceae_Spongiibacter                 -          LKAP-TSAKG2_B11_093_2018_2 -               68     950      67     947      47     947    1441    +    9.2e-270  895.9  19.7  -
Pseudomonadaceae_Azotobacter                     -          LKAP-TSAKG2_B11_093_2018_2 -               40     956      24     947       8     947    1473    +    1.3e-269  895.8  19.1  -
Shewanellaceae_Shewanella                        -          LKAP-TSAKG2_B11_093_2018_2 -               30     957      22     947       7     947    1483    +    1.6e-269  895.3  19.0  -
Cellvibrionaceae_Simiduia                        -          LKAP-TSAKG2_B11_093_2018_2 -               29     953      21     947       7     947    1463    +    2.2e-269  894.8  19.2  -
Cellvibrionaceae_Cellvibrio                      -          LKAP-TSAKG2_B11_093_2018_2 -               50     968      22     947       8     947    1505    +    3.5e-269  894.3  19.1  -
Moraxellaceae_Alkanindiges                       -          LKAP-TSAKG2_B11_093_2018_2 -               16     937      21     947       9     947    1396    +    2.4e-268  891.5  19.0  -
Granulosicoccaceae_Granulosicoccus               -          LKAP-TSAKG2_B11_093_2018_2 -               31     956      23     947      10     947    1471    +      5e-268  890.5  19.1  -
Gammaproteobacteria_Sedimenticola                -          LKAP-TSAKG2_B11_093_2018_2 -               46     974      23     947       7     947    1540    +    7.2e-268  889.8  19.2  -
Ectothiorhodospiraceae_Thiohalospira             -          LKAP-TSAKG2_B11_093_2018_2 -               12     916      43     947      30     947    1318    +      8e-268  889.8  18.9  -
Chromobacteriaceae_Aquaspirillum                 -          LKAP-TSAKG2_B11_093_2018_2 -               41     968      14     947       6     947    1488    +    8.5e-268  889.7  19.0  -
Oceanospirillaceae_Thalassolituus                -          LKAP-TSAKG2_B11_093_2018_2 -               26     960      13     947       5     947    1476    +    1.2e-267  889.0  19.3  -
Ectothiorhodospiraceae_Thioalkalivibrio          -          LKAP-TSAKG2_B11_093_2018_2 -               22     943      22     947       9     947    1438    +    2.9e-267  887.7  19.1  -
Thermoleophilaceae_Thermoleophilum               -          LKAP-TSAKG2_B11_093_2018_2 -               21     956      20     947       8     947    1494    +    8.5e-267  886.2  19.3  -
Chromatiaceae_Thiorhodococcus                    -          LKAP-TSAKG2_B11_093_2018_2 -               40     917      67     947      47     947    1426    +    8.6e-267  886.3  19.9  -
Methylococcaceae_Methylosarcina                  -          LKAP-TSAKG2_B11_093_2018_2 -               45     961      23     947      10     947    1515    +      6e-266  883.3  19.2  -
Oceanospirillaceae_Neptuniibacter                -          LKAP-TSAKG2_B11_093_2018_2 -               58     980      22     947       6     947    1541    +    7.7e-266  882.9  19.2  -
Ferrimonadaceae_Ferrimonas                       -          LKAP-TSAKG2_B11_093_2018_2 -               29     965      21     947       7     947    1475    +    1.7e-265  881.8  18.9  -
Idiomarinaceae_Idiomarina                        -          LKAP-TSAKG2_B11_093_2018_2 -               34     961      21     947       8     947    1471    +    1.9e-265  881.6  19.2  -
Thiotrichaceae_Thiothrix                         -          LKAP-TSAKG2_B11_093_2018_2 -               33     907      24     947       8     947    1417    +    2.5e-265  881.4  19.9  -
Halieaceae_Parahaliea                            -          LKAP-TSAKG2_B11_093_2018_2 -               66     948      67     947      47     947    1498    +    2.6e-265  881.4  19.7  -
Thioalkalispiraceae_Thioprofundum                -          LKAP-TSAKG2_B11_093_2018_2 -               49     977      24     947      12     947    1537    +    1.6e-264  879.0  18.9  -
Idiomarinaceae_Aliidiomarina                     -          LKAP-TSAKG2_B11_093_2018_2 -                7     929      23     947      18     947    1410    +    2.3e-264  878.0  19.1  -
Legionellaceae_Legionella                        -          LKAP-TSAKG2_B11_093_2018_2 -               27     953      23     947       8     947    1446    +    1.1e-263  876.1  18.8  -
Chromatiaceae_Thiohalocapsa                      -          LKAP-TSAKG2_B11_093_2018_2 -               76     955      67     947      47     947    1436    +    1.8e-263  875.5  19.8  -
Hahellaceae_Allohahella                          -          LKAP-TSAKG2_B11_093_2018_2 -               37     967      11     947       4     947    1485    +    8.5e-263  873.2  19.4  -
Spongiibacteraceae_Zhongshania                   -          LKAP-TSAKG2_B11_093_2018_2 -               52     969      23     947       8     947    1501    +      9e-263  872.8  19.3  -
Halieaceae_Halioglobus                           -          LKAP-TSAKG2_B11_093_2018_2 -               65     947      67     947      47     947    1433    +    1.4e-262  872.4  19.6  -
Chromatiaceae_Halochromatium                     -          LKAP-TSAKG2_B11_093_2018_2 -               64     943      67     947      47     947    1451    +    1.9e-262  872.1  19.8  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-TSAKG2_B11_093_2018_2 -               65     947      68     947      48     947    1455    +    3.6e-262  870.9  19.5  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-TSAKG2_B11_093_2018_2 -               55     933      67     947      47     947    1440    +    5.5e-262  870.5  19.9  -
Methylococcaceae_Methylovulum                    -          LKAP-TSAKG2_B11_093_2018_2 -               81     963      67     947      47     947    1492    +    7.2e-262  869.9  19.4  -
Cardiobacteriaceae_Suttonella                    -          LKAP-TSAKG2_B11_093_2018_2 -               32     954      23     947      10     947    1486    +    1.2e-261  869.5  18.9  -
Hahellaceae_Zooshikella                          -          LKAP-TSAKG2_B11_093_2018_2 -               20     952      14     947       4     947    1483    +    1.7e-261  868.7  19.3  -
Colwelliaceae_Thalassotalea                      -          LKAP-TSAKG2_B11_093_2018_2 -               29     953      21     947       7     947    1463    +      2e-261  868.6  19.3  -
Colwelliaceae_Colwellia                          -          LKAP-TSAKG2_B11_093_2018_2 -               19     955      13     947       7     947    1485    +    4.6e-261  867.3  19.1  -
Hahellaceae_Kistimonas                           -          LKAP-TSAKG2_B11_093_2018_2 -               50     974      22     947       9     947    1506    +    9.2e-261  866.3  19.1  -
Cellvibrionaceae_Umboniibacter                   -          LKAP-TSAKG2_B11_093_2018_2 -               76     958      67     947      47     947    1507    +    1.1e-260  866.2  19.7  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP-TSAKG2_B11_093_2018_2 -               45     965      23     947      11     947    1472    +    1.2e-260  866.2  18.9  -
Cellvibrionaceae_Eionea                          -          LKAP-TSAKG2_B11_093_2018_2 -               33     951      23     947       9     947    1469    +    1.8e-260  865.3  19.0  -
Piscirickettsiaceae_Methylophaga                 -          LKAP-TSAKG2_B11_093_2018_2 -               31     949      23     947      10     947    1487    +    2.2e-260  864.9  19.1  -
Chromatiaceae_Thiodictyon                        -          LKAP-TSAKG2_B11_093_2018_2 -               66     945      67     947      58     947    1500    +    3.7e-260  864.5  20.2  -
Cellvibrionaceae_Gilvimarinus                    -          LKAP-TSAKG2_B11_093_2018_2 -               23     944      19     947       7     947    1445    +    5.8e-260  863.6  19.1  -
Methylococcaceae_Methylocaldum                   -          LKAP-TSAKG2_B11_093_2018_2 -               90     974      66     947      45     947    1491    +    1.1e-259  863.0  19.7  -
Moraxellaceae_Paraperlucidibaca                  -          LKAP-TSAKG2_B11_093_2018_2 -               64     949      64     947      44     947    1460    +      3e-259  861.2  19.4  -
Oceanospirillales_Salicola                       -          LKAP-TSAKG2_B11_093_2018_2 -               50     964      22     947       9     947    1492    +    3.8e-259  860.9  19.2  -
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP-TSAKG2_B11_093_2018_2 -               29     949      21     947       7     947    1461    +    5.3e-259  860.3  19.0  -
Oceanospirillaceae_Oleispira                     -          LKAP-TSAKG2_B11_093_2018_2 -               49     973      21     947       7     947    1500    +    9.7e-259  859.6  19.1  -
Pseudoalteromonadaceae_Algicola                  -          LKAP-TSAKG2_B11_093_2018_2 -               45     968      22     947       9     947    1490    +    3.1e-258  857.8  19.1  -
Chromatiaceae_Imhoffiella                        -          LKAP-TSAKG2_B11_093_2018_2 -               73     950      67     947      47     947    1484    +    4.7e-258  857.5  19.9  -
Chromatiaceae_Thiocystis                         -          LKAP-TSAKG2_B11_093_2018_2 -               64     941      67     947      47     947    1451    +    5.9e-258  857.2  19.8  -
Chromatiaceae_Marichromatium                     -          LKAP-TSAKG2_B11_093_2018_2 -               74     951      67     947      58     947    1440    +    8.4e-258  856.8  20.1  -
Alteromonadaceae_Catenovulum                     -          LKAP-TSAKG2_B11_093_2018_2 -               30     947      21     947       6     947    1451    +    1.5e-257  855.5  19.4  -
Chromatiaceae_Thiocapsa                          -          LKAP-TSAKG2_B11_093_2018_2 -               80     957      67     947      47     947    1459    +      4e-257  854.5  19.9  -
Chromatiaceae_Lamprocystis                       -          LKAP-TSAKG2_B11_093_2018_2 -               89     968      67     947      54     947    1406    +    6.7e-257  853.7  19.9  -
Vibrionaceae_Vibrio                              -          LKAP-TSAKG2_B11_093_2018_2 -               32     965      23     947       8     947    1466    +    7.4e-257  853.3  18.8  -
Chromatiaceae_Allochromatium                     -          LKAP-TSAKG2_B11_093_2018_2 -               28     952      20     947       5     947    1462    +    1.8e-256  852.2  19.3  -
Alteromonadaceae_Agarivorans                     -          LKAP-TSAKG2_B11_093_2018_2 -               36     962      21     947       8     947    1454    +    2.1e-256  851.9  19.2  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-TSAKG2_B11_093_2018_2 -               63     980      24     947      11     947    1544    +    2.3e-256  851.9  18.9  -
Salinisphaeraceae_Salinisphaera                  -          LKAP-TSAKG2_B11_093_2018_2 -               17     940      21     947       9     947    1429    +    2.7e-256  851.6  19.0  -
Lysobacteraceae_Luteimonas                       -          LKAP-TSAKG2_B11_093_2018_2 -               33     961      20     947       7     947    1490    +    3.2e-256  851.2  19.2  -
Gammaproteobacteria_Alkalimonas                  -          LKAP-TSAKG2_B11_093_2018_2 -               48     971      22     947       8     947    1502    +    6.9e-256  850.1  18.9  -
Ectothiorhodospiraceae_Ectothiorhodospira        -          LKAP-TSAKG2_B11_093_2018_2 -               49     965      23     947       8     947    1490    +    7.8e-256  850.1  19.3  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-TSAKG2_B11_093_2018_2 -               52     972      23     947      11     947    1464    +    1.4e-255  849.2  19.0  -
Aeromonadaceae_Zobellella                        -          LKAP-TSAKG2_B11_093_2018_2 -               37     962      22     947       9     947    1478    +    1.9e-255  848.5  19.2  -
Arenicellaceae_Arenicella                        -          LKAP-TSAKG2_B11_093_2018_2 -               74     957      67     947      47     947    1506    +      6e-255  847.3  19.4  -
Alteromonadaceae_Bowmanella                      -          LKAP-TSAKG2_B11_093_2018_2 -               46     967      20     947       8     947    1496    +    7.3e-255  846.8  19.1  -
Chromatiaceae_Rheinheimera                       -          LKAP-TSAKG2_B11_093_2018_2 -               29     944      34     947      14     947    1472    +    1.1e-254  846.2  19.0  -
Moritellaceae_Moritella                          -          LKAP-TSAKG2_B11_093_2018_2 -               49     977      21     947       7     947    1506    +    1.2e-254  845.9  19.2  -
Vibrionaceae_Photobacterium                      -          LKAP-TSAKG2_B11_093_2018_2 -               30     965      22     947       8     947    1487    +    1.3e-254  845.8  18.9  -
Piscirickettsiaceae_Thiomicrospira               -          LKAP-TSAKG2_B11_093_2018_2 -               34     958      22     947       8     947    1466    +    1.7e-254  845.5  19.2  -
Halothiobacillaceae_Halothiobacillus             -          LKAP-TSAKG2_B11_093_2018_2 -               51     976      23     947      10     947    1505    +    1.7e-254  845.6  19.1  -
Cellvibrionaceae_Pseudomaricurvus                -          LKAP-TSAKG2_B11_093_2018_2 -               33     946      24     947       9     947    1490    +    6.5e-254  843.5  19.0  -
Cardiobacteriaceae_Cardiobacterium               -          LKAP-TSAKG2_B11_093_2018_2 -               19     935      24     947      12     947    1493    +    8.5e-253  839.9  19.3  -
Ectothiorhodospiraceae_Halorhodospira            -          LKAP-TSAKG2_B11_093_2018_2 -               53     977      24     947      12     947    1479    +    9.7e-253  839.9  19.2  -
Aeromonadaceae_Oceanisphaera                     -          LKAP-TSAKG2_B11_093_2018_2 -               29     954      21     947       7     947    1464    +    1.1e-252  839.4  19.2  -
Burkholderiaceae_Paraburkholderia                -          LKAP-TSAKG2_B11_093_2018_2 -               34     948      25     947       8     947    1472    +    1.8e-251  835.7  19.1  -
Alteromonadaceae_Alishewanella                   -          LKAP-TSAKG2_B11_093_2018_2 -               32     946      35     947      14     947    1426    +    1.9e-251  835.4  18.8  -
Lysobacteraceae_Lysobacter                       -          LKAP-TSAKG2_B11_093_2018_2 -               32     959      21     947       6     947    1475    +    4.3e-251  834.3  19.2  -
Alteromonadaceae_Aliagarivorans                  -          LKAP-TSAKG2_B11_093_2018_2 -               22     961      21     947       8     947    1462    +    4.6e-251  834.3  19.2  -
Thiotrichaceae_Beggiatoa                         -          LKAP-TSAKG2_B11_093_2018_2 -               50     962      22     947       7     947    1491    +    4.9e-251  834.4  19.7  -
Aeromonadaceae_Oceanimonas                       -          LKAP-TSAKG2_B11_093_2018_2 -               29     954      23     947       7     947    1483    +    7.8e-251  833.2  19.1  -
Lysobacteraceae_Arenimonas                       -          LKAP-TSAKG2_B11_093_2018_2 -               33     960      21     947       8     947    1490    +    1.9e-250  832.2  19.2  -
Nevskiaceae_Nevskia                              -          LKAP-TSAKG2_B11_093_2018_2 -               61     943      66     947      46     947    1451    +    2.3e-250  832.1  19.6  -
Ectothiorhodospiraceae_Arhodomonas               -          LKAP-TSAKG2_B11_093_2018_2 -               37     954      24     947      11     947    1487    +    2.7e-250  831.8  19.1  -
Gammaproteobacteria_Gallaecimonas                -          LKAP-TSAKG2_B11_093_2018_2 -               49     975      21     947       6     947    1506    +    3.5e-250  831.2  18.9  -
Moritellaceae_Paramoritella                      -          LKAP-TSAKG2_B11_093_2018_2 -               19     953      13     947       5     947    1512    +    4.4e-250  830.7  19.3  -
Pseudoalteromonadaceae_Psychrosphaera            -          LKAP-TSAKG2_B11_093_2018_2 -               34     950      22     947       8     947    1450    +    9.2e-250  829.8  19.2  -
Colwelliaceae_Thalassomonas                      -          LKAP-TSAKG2_B11_093_2018_2 -               29     953      21     947       7     947    1462    +    1.4e-249  829.3  19.1  -
Piscirickettsiaceae_Hydrogenovibrio              -          LKAP-TSAKG2_B11_093_2018_2 -               30     970      22     947       8     947    1465    +    1.5e-249  829.0  19.1  -
Aeromonadaceae_Aeromonas                         -          LKAP-TSAKG2_B11_093_2018_2 -               50     976      23     947       8     947    1503    +    1.6e-249  828.8  19.1  -
Neisseriaceae_Neisseria                          -          LKAP-TSAKG2_B11_093_2018_2 -               47     969      24     947       8     947    1475    +    1.8e-249  829.0  19.2  -
Alcaligenaceae_Pusillimonas                      -          LKAP-TSAKG2_B11_093_2018_2 -                5     930      22     947      18     947    1446    +      2e-249  828.8  19.0  -
Burkholderiaceae_Pandoraea                       -          LKAP-TSAKG2_B11_093_2018_2 -               21     950      14     947       7     947    1456    +      2e-249  828.9  18.9  -
Litoricolaceae_Litoricola                        -          LKAP-TSAKG2_B11_093_2018_2 -               41     966      22     947       9     947    1483    +      2e-249  828.9  18.9  -
Alteromonadaceae_Paraglaciecola                  -          LKAP-TSAKG2_B11_093_2018_2 -               39     957      21     947       7     947    1495    +    8.3e-249  826.4  19.2  -
Alcaligenaceae_Advenella                         -          LKAP-TSAKG2_B11_093_2018_2 -               12     935      24     947      14     947    1428    +    8.5e-249  826.7  18.9  -
Erwiniaceae_Erwinia                              -          LKAP-TSAKG2_B11_093_2018_2 -               32     955      23     947       8     947    1495    +    8.8e-249  826.7  19.1  -
Nevskiaceae_Steroidobacter                       -          LKAP-TSAKG2_B11_093_2018_2 -               37     958      23     947      11     947    1500    +    1.3e-248  826.2  19.2  -
Idiomarinaceae_Pseudidiomarina                   -          LKAP-TSAKG2_B11_093_2018_2 -               30     956      22     947       9     947    1499    +    1.4e-248  825.8  19.2  -
Thiotrichales_Caedibacter                        -          LKAP-TSAKG2_B11_093_2018_2 -               53     934      24     947      11     947    1500    +    2.2e-248  825.0  19.9  -
Celerinatantimonadaceae_Celerinatantimonas       -          LKAP-TSAKG2_B11_093_2018_2 -               24     962      21     947       8     947    1433    +    2.6e-248  825.1  19.3  -
Burkholderiaceae_Burkholderia                    -          LKAP-TSAKG2_B11_093_2018_2 -               75     957      66     947      46     947    1502    +    3.2e-248  824.8  19.3  -
Burkholderiaceae_Caballeronia                    -          LKAP-TSAKG2_B11_093_2018_2 -               75     957      66     947      46     947    1479    +    3.5e-248  824.8  19.3  -
Lysobacteraceae_Silanimonas                      -          LKAP-TSAKG2_B11_093_2018_2 -               85     970      66     947      46     947    1493    +    3.7e-248  824.6  19.7  -
Psychromonadaceae_Psychromonas                   -          LKAP-TSAKG2_B11_093_2018_2 -               29     955      21     947       7     947    1467    +    5.3e-248  824.0  19.2  -
Burkholderiaceae_Limnobacter                     -          LKAP-TSAKG2_B11_093_2018_2 -               49     968      21     947       8     947    1524    +    7.9e-248  823.5  19.0  -
Oxalobacteraceae_Undibacterium                   -          LKAP-TSAKG2_B11_093_2018_2 -               26     944      22     947       7     947    1442    +      8e-248  823.6  19.2  -
Pasteurellaceae_Pasteurella                      -          LKAP-TSAKG2_B11_093_2018_2 -               29     956      21     947       8     947    1365    +    1.5e-247  822.6  19.2  -
Alcaligenaceae_Paenalcaligenes                   -          LKAP-TSAKG2_B11_093_2018_2 -               30     954      22     947       7     947    1432    +    2.1e-247  822.2  18.6  -
Piscirickettsiaceae_Thiomicrorhabdus             -          LKAP-TSAKG2_B11_093_2018_2 -               25     967      12     947       6     947    1464    +      3e-247  821.4  19.1  -
Neisseriaceae_Vitreoscilla                       -          LKAP-TSAKG2_B11_093_2018_2 -               26     938      24     947      11     947    1457    +      3e-247  821.5  19.1  -
Vibrionaceae_Enterovibrio                        -          LKAP-TSAKG2_B11_093_2018_2 -               30     959      22     947       9     947    1499    +    3.8e-247  820.9  18.8  -
Yersiniaceae_Serratia                            -          LKAP-TSAKG2_B11_093_2018_2 -               33     959      21     947       8     947    1491    +    1.1e-246  819.6  19.1  -
Methylophilaceae_Methylobacillus                 -          LKAP-TSAKG2_B11_093_2018_2 -               10     936      20     947      12     947    1416    +    1.1e-246  819.9  19.4  -
Alcaligenaceae_Pelistega                         -          LKAP-TSAKG2_B11_093_2018_2 -               28     962      14     947       5     947    1472    +    2.4e-246  818.7  19.4  -
Alcaligenaceae_Castellaniella                    -          LKAP-TSAKG2_B11_093_2018_2 -               23     950      22     947       6     947    1464    +    2.6e-246  818.5  18.9  -
Vibrionaceae_Aliivibrio                          -          LKAP-TSAKG2_B11_093_2018_2 -               56     979      23     947       7     947    1474    +    3.8e-246  818.1  19.1  -
Lysobacteraceae_Pseudoxanthomonas                -          LKAP-TSAKG2_B11_093_2018_2 -               35     961      23     947       7     947    1484    +    4.3e-246  817.7  18.9  -
Kangiellaceae_Marinicella                        -          LKAP-TSAKG2_B11_093_2018_2 -               53     977      24     947      12     947    1529    +    4.8e-246  817.8  19.2  -
Enterobacteriaceae_Cronobacter                   -          LKAP-TSAKG2_B11_093_2018_2 -               10     932      24     947      17     947    1422    +    7.7e-246  816.9  19.2  -
Alteromonadaceae_Aestuariibacter                 -          LKAP-TSAKG2_B11_093_2018_2 -               32     947      23     947       8     947    1455    +      1e-245  816.4  19.4  -
Chromobacteriaceae_Chromobacterium               -          LKAP-TSAKG2_B11_093_2018_2 -               47     966      21     947       6     947    1469    +    1.3e-245  816.2  19.7  -
Pectobacteriaceae_Brenneria                      -          LKAP-TSAKG2_B11_093_2018_2 -               11     933      24     947      16     947    1457    +    1.9e-245  815.5  19.1  -
Aeromonadaceae_Pseudaeromonas                    -          LKAP-TSAKG2_B11_093_2018_2 -               37     938      46     947      26     947    1491    +    1.9e-245  815.4  19.3  -
Alteromonadaceae_Glaciecola                      -          LKAP-TSAKG2_B11_093_2018_2 -               49     967      21     947       8     947    1474    +    2.6e-245  815.0  19.3  -
Enterobacteriaceae_Enterobacter                  -          LKAP-TSAKG2_B11_093_2018_2 -               28     951      22     947       7     947    1476    +    3.4e-245  814.7  19.2  -
Pectobacteriaceae_Pectobacterium                 -          LKAP-TSAKG2_B11_093_2018_2 -               38     963      22     947       8     947    1499    +    5.8e-245  814.0  19.0  -
Lysobacteraceae_Thermomonas                      -          LKAP-TSAKG2_B11_093_2018_2 -               30     956      22     947       8     947    1488    +    5.9e-245  814.0  19.1  -
Enterobacteriaceae_Kosakonia                     -          LKAP-TSAKG2_B11_093_2018_2 -               13     933      24     947      14     947    1422    +    1.1e-244  812.7  18.9  -
Alcaligenaceae_Alcaligenes                       -          LKAP-TSAKG2_B11_093_2018_2 -               27     949      23     947       6     947    1469    +      2e-244  812.1  18.6  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_B11_093_2018_2 -               45     970      22     947       8     947    1517    +    2.1e-244  812.0  19.1  -
Gammaproteobacteria_Plasticicumulans             -          LKAP-TSAKG2_B11_093_2018_2 -               74     956      67     947      47     947    1491    +    8.2e-244  810.1  19.7  -
Lysobacteraceae_Oleiagrimonas                    -          LKAP-TSAKG2_B11_093_2018_2 -               31     958      23     947       9     947    1469    +    1.1e-243  809.7  19.3  -
Burkholderiaceae_Ralstonia                       -          LKAP-TSAKG2_B11_093_2018_2 -               24     944      23     947       7     947    1446    +    1.2e-243  809.8  19.1  -
Nevskiaceae_Solimonas                            -          LKAP-TSAKG2_B11_093_2018_2 -               67     949      66     947      46     947    1476    +    1.2e-243  809.8  19.7  -
Enterobacteriaceae_Salmonella                    -          LKAP-TSAKG2_B11_093_2018_2 -               28     951      23     947       8     947    1457    +    1.8e-243  809.1  19.2  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_B11_093_2018_2 -               30     955      22     947       9     947    1480    +    1.9e-243  809.0  19.1  -
